Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas
2048,lithuania,LTU,0.5815773083510666
2049,lithuania,LTU,0.5815773083510666
2050,lithuania,LTU,0.5815773083510666
2017,luxembourg,LUX,0.5608222280289173
2018,luxembourg,LUX,0.5608222280289173
2019,luxembourg,LUX,0.5608222280289173
2020,luxembourg,LUX,0.5608222280289173
2021,luxembourg,LUX,0.5608222280289173
2022,luxembourg,LUX,0.5608222280289173
2023,luxembourg,LUX,0.5608222280289173
2024,luxembourg,LUX,0.5608222280289173
2025,luxembourg,LUX,0.5608222280289173
2026,luxembourg,LUX,0.5608222280289173
2027,luxembourg,LUX,0.5608222280289173
2028,luxembourg,LUX,0.5608222280289173
2029,luxembourg,LUX,0.5608222280289173
2030,luxembourg,LUX,0.5608222280289173
2031,luxembourg,LUX,0.5608222280289173
2032,luxembourg,LUX,0.5608222280289173
2033,luxembourg,LUX,0.5608222280289173
2034,luxembourg,LUX,0.5608222280289173
2035,luxembourg,LUX,0.5608222280289173
2036,luxembourg,LUX,0.5608222280289173
2037,luxembourg,LUX,0.5608222280289173
2038,luxembourg,LUX,0.5608222280289173
2039,luxembourg,LUX,0.5608222280289173
2040,luxembourg,LUX,0.5608222280289173
2041,luxembourg,LUX,0.5608222280289173
2042,luxembourg,LUX,0.5608222280289173
2043,luxembourg,LUX,0.5608222280289173
2044,luxembourg,LUX,0.5608222280289173
2045,luxembourg,LUX,0.5608222280289173
2046,luxembourg,LUX,0.5608222280289173
2047,luxembourg,LUX,0.5608222280289173
2048,luxembourg,LUX,0.5608222280289173
2049,luxembourg,LUX,0.5608222280289173
2050,luxembourg,LUX,0.5608222280289173
2017,malaysia,MYS,0.17174022712514456
2018,malaysia,MYS,0.17174022712514456
2019,malaysia,MYS,0.17174022712514456
2020,malaysia,MYS,0.17174022712514456
2021,malaysia,MYS,0.17174022712514456
2022,malaysia,MYS,0.17174022712514456
2023,malaysia,MYS,0.17174022712514456
2024,malaysia,MYS,0.17174022712514456
2025,malaysia,MYS,0.17174022712514456
2026,malaysia,MYS,0.17174022712514456
2027,malaysia,MYS,0.17174022712514456
2028,malaysia,MYS,0.17174022712514456
2029,malaysia,MYS,0.17174022712514456
2030,malaysia,MYS,0.17174022712514456
2031,malaysia,MYS,0.17174022712514456
2032,malaysia,MYS,0.17174022712514456
2033,malaysia,MYS,0.17174022712514456
2034,malaysia,MYS,0.17174022712514456
2035,malaysia,MYS,0.17174022712514456
2036,malaysia,MYS,0.17174022712514456
2037,malaysia,MYS,0.17174022712514456
2038,malaysia,MYS,0.17174022712514456
2039,malaysia,MYS,0.17174022712514456
2040,malaysia,MYS,0.17174022712514456
2041,malaysia,MYS,0.17174022712514456
2042,malaysia,MYS,0.17174022712514456
2043,malaysia,MYS,0.17174022712514456
2044,malaysia,MYS,0.17174022712514456
2045,malaysia,MYS,0.17174022712514456
2046,malaysia,MYS,0.17174022712514456
2047,malaysia,MYS,0.17174022712514456
2048,malaysia,MYS,0.17174022712514456
2049,malaysia,MYS,0.17174022712514456
2050,malaysia,MYS,0.17174022712514456
2017,mexico,MEX,0.6836857670879637
2018,mexico,MEX,0.6836857670879637
2019,mexico,MEX,0.6836857670879637
2020,mexico,MEX,0.6836857670879637
2021,mexico,MEX,0.6836857670879637
2022,mexico,MEX,0.6836857670879637
2023,mexico,MEX,0.6836857670879637
2024,mexico,MEX,0.6836857670879637
2025,mexico,MEX,0.6836857670879637
2026,mexico,MEX,0.6836857670879637
2027,mexico,MEX,0.6836857670879637
2028,mexico,MEX,0.6836857670879637
2029,mexico,MEX,0.6836857670879637
2030,mexico,MEX,0.6836857670879637
2031,mexico,MEX,0.6836857670879637
2032,mexico,MEX,0.6836857670879637
2033,mexico,MEX,0.6836857670879637
2034,mexico,MEX,0.6836857670879637
2035,mexico,MEX,0.6836857670879637
2036,mexico,MEX,0.6836857670879637
2037,mexico,MEX,0.6836857670879637
2038,mexico,MEX,0.6836857670879637
2039,mexico,MEX,0.6836857670879637
2040,mexico,MEX,0.6836857670879637
2041,mexico,MEX,0.6836857670879637
2042,mexico,MEX,0.6836857670879637
2043,mexico,MEX,0.6836857670879637
2044,mexico,MEX,0.6836857670879637
2045,mexico,MEX,0.6836857670879637
2046,mexico,MEX,0.6836857670879637
2047,mexico,MEX,0.6836857670879637
2048,mexico,MEX,0.6836857670879637
2049,mexico,MEX,0.6836857670879637
2050,mexico,MEX,0.6836857670879637
2017,morocco,MAR,0.9344636222546207
2018,morocco,MAR,0.9344636222546207
2019,morocco,MAR,0.9344636222546207
2020,morocco,MAR,0.9344636222546207
2021,morocco,MAR,0.9344636222546207
2022,morocco,MAR,0.9344636222546207
2023,morocco,MAR,0.9344636222546207
2024,morocco,MAR,0.9344636222546207
2025,morocco,MAR,0.9344636222546207
2026,morocco,MAR,0.9344636222546207
2027,morocco,MAR,0.9344636222546207
2028,morocco,MAR,0.9344636222546207
2029,morocco,MAR,0.9344636222546207
2030,morocco,MAR,0.9344636222546207
2031,morocco,MAR,0.9344636222546207
2032,morocco,MAR,0.9344636222546207
2033,morocco,MAR,0.9344636222546207
2034,morocco,MAR,0.9344636222546207
2035,morocco,MAR,0.9344636222546207
2036,morocco,MAR,0.9344636222546207
2037,morocco,MAR,0.9344636222546207
2038,morocco,MAR,0.9344636222546207
2039,morocco,MAR,0.9344636222546207
2040,morocco,MAR,0.9344636222546207
2041,morocco,MAR,0.9344636222546207
2042,morocco,MAR,0.9344636222546207
2043,morocco,MAR,0.9344636222546207
2044,morocco,MAR,0.9344636222546207
2045,morocco,MAR,0.9344636222546207
2046,morocco,MAR,0.9344636222546207
2047,morocco,MAR,0.9344636222546207
2048,morocco,MAR,0.9344636222546207
2049,morocco,MAR,0.9344636222546207
2050,morocco,MAR,0.9344636222546207
2017,mozambique,MOZ,0.0
2018,mozambique,MOZ,0.0
2019,mozambique,MOZ,0.0
2020,mozambique,MOZ,0.0
2021,mozambique,MOZ,0.0
2022,mozambique,MOZ,0.0
2023,mozambique,MOZ,0.0
2024,mozambique,MOZ,0.0
2025,mozambique,MOZ,0.0
2026,mozambique,MOZ,0.0
2027,mozambique,MOZ,0.0
2028,mozambique,MOZ,0.0
2029,mozambique,MOZ,0.0
2030,mozambique,MOZ,0.0
2031,mozambique,MOZ,0.0
2032,mozambique,MOZ,0.0
2033,mozambique,MOZ,0.0
2034,mozambique,MOZ,0.0
2035,mozambique,MOZ,0.0
2036,mozambique,MOZ,0.0
2037,mozambique,MOZ,0.0
2038,mozambique,MOZ,0.0
2039,mozambique,MOZ,0.0
2040,mozambique,MOZ,0.0
2041,mozambique,MOZ,0.0
2042,mozambique,MOZ,0.0
2043,mozambique,MOZ,0.0
2044,mozambique,MOZ,0.0
2045,mozambique,MOZ,0.0
2046,mozambique,MOZ,0.0
2047,mozambique,MOZ,0.0
2048,mozambique,MOZ,0.0
2049,mozambique,MOZ,0.0
2050,mozambique,MOZ,0.0
2017,myanmar,MMR,0.0
2018,myanmar,MMR,0.0
2019,myanmar,MMR,0.0
2020,myanmar,MMR,0.0
2021,myanmar,MMR,0.0
2022,myanmar,MMR,0.0
2023,myanmar,MMR,0.0
2024,myanmar,MMR,0.0
2025,myanmar,MMR,0.0
2026,myanmar,MMR,0.0
2027,myanmar,MMR,0.0
2028,myanmar,MMR,0.0
2029,myanmar,MMR,0.0
2030,myanmar,MMR,0.0
2031,myanmar,MMR,0.0
2032,myanmar,MMR,0.0
2033,myanmar,MMR,0.0
2034,myanmar,MMR,0.0
2035,myanmar,MMR,0.0
2036,myanmar,MMR,0.0
2037,myanmar,MMR,0.0
2038,myanmar,MMR,0.0
2039,myanmar,MMR,0.0
2040,myanmar,MMR,0.0
2041,myanmar,MMR,0.0
2042,myanmar,MMR,0.0
2043,myanmar,MMR,0.0
2044,myanmar,MMR,0.0
2045,myanmar,MMR,0.0
2046,myanmar,MMR,0.0
2047,myanmar,MMR,0.0
2048,myanmar,MMR,0.0
2049,myanmar,MMR,0.0
2050,myanmar,MMR,0.0
2017,netherlands,NLD,0.3328652642772423
2018,netherlands,NLD,0.3328652642772423
2019,netherlands,NLD,0.3328652642772423
2020,netherlands,NLD,0.3328652642772423
2021,netherlands,NLD,0.3328652642772423
2022,netherlands,NLD,0.3328652642772423
2023,netherlands,NLD,0.3328652642772423
2024,netherlands,NLD,0.3328652642772423
2025,netherlands,NLD,0.3328652642772423
2026,netherlands,NLD,0.3328652642772423
2027,netherlands,NLD,0.3328652642772423
2028,netherlands,NLD,0.3328652642772423
2029,netherlands,NLD,0.3328652642772423
2030,netherlands,NLD,0.3328652642772423
2031,netherlands,NLD,0.3328652642772423
2032,netherlands,NLD,0.3328652642772423
2033,netherlands,NLD,0.3328652642772423
2034,netherlands,NLD,0.3328652642772423
2035,netherlands,NLD,0.3328652642772423
2036,netherlands,NLD,0.3328652642772423
2037,netherlands,NLD,0.3328652642772423
2038,netherlands,NLD,0.3328652642772423
2039,netherlands,NLD,0.3328652642772423
2040,netherlands,NLD,0.3328652642772423
2041,netherlands,NLD,0.3328652642772423
2042,netherlands,NLD,0.3328652642772423
2043,netherlands,NLD,0.3328652642772423
2044,netherlands,NLD,0.3328652642772423
2045,netherlands,NLD,0.3328652642772423
2046,netherlands,NLD,0.3328652642772423
2047,netherlands,NLD,0.3328652642772423
2048,netherlands,NLD,0.3328652642772423
2049,netherlands,NLD,0.3328652642772423
2050,netherlands,NLD,0.3328652642772423
2017,new zealand,NZL,0.0
2018,new zealand,NZL,0.0
2019,new zealand,NZL,0.0
2020,new zealand,NZL,0.0
2021,new zealand,NZL,0.0
2022,new zealand,NZL,0.0
2023,new zealand,NZL,0.0
2024,new zealand,NZL,0.0
2025,new zealand,NZL,0.0
2026,new zealand,NZL,0.0
2027,new zealand,NZL,0.0
2028,new zealand,NZL,0.0
2029,new zealand,NZL,0.0
2030,new zealand,NZL,0.0
2031,new zealand,NZL,0.0
2032,new zealand,NZL,0.0
2033,new zealand,NZL,0.0
2034,new zealand,NZL,0.0
2035,new zealand,NZL,0.0
2036,new zealand,NZL,0.0
2037,new zealand,NZL,0.0
2038,new zealand,NZL,0.0
2039,new zealand,NZL,0.0
2040,new zealand,NZL,0.0
2041,new zealand,NZL,0.0
2042,new zealand,NZL,0.0
2043,new zealand,NZL,0.0
2044,new zealand,NZL,0.0
2045,new zealand,NZL,0.0
2046,new zealand,NZL,0.0
2047,new zealand,NZL,0.0
2048,new zealand,NZL,0.0
2049,new zealand,NZL,0.0
2050,new zealand,NZL,0.0
2017,nigeria,NGA,0.0
2018,nigeria,NGA,0.0
2019,nigeria,NGA,0.0
2020,nigeria,NGA,0.0
2021,nigeria,NGA,0.0
2022,nigeria,NGA,0.0
2023,nigeria,NGA,0.0
2024,nigeria,NGA,0.0
2025,nigeria,NGA,0.0
2026,nigeria,NGA,0.0
2027,nigeria,NGA,0.0
2028,nigeria,NGA,0.0
2029,nigeria,NGA,0.0
2030,nigeria,NGA,0.0
2031,nigeria,NGA,0.0
2032,nigeria,NGA,0.0
2033,nigeria,NGA,0.0
2034,nigeria,NGA,0.0
2035,nigeria,NGA,0.0
2036,nigeria,NGA,0.0
2037,nigeria,NGA,0.0
2038,nigeria,NGA,0.0
2039,nigeria,NGA,0.0
2040,nigeria,NGA,0.0
2041,nigeria,NGA,0.0
2042,nigeria,NGA,0.0
2043,nigeria,NGA,0.0
2044,nigeria,NGA,0.0
2045,nigeria,NGA,0.0
2046,nigeria,NGA,0.0
2047,nigeria,NGA,0.0
2048,nigeria,NGA,0.0
2049,nigeria,NGA,0.0
2050,nigeria,NGA,0.0
2017,norway,NOR,4.692364203713126e-05
2018,norway,NOR,4.692364203713126e-05
2019,norway,NOR,4.692364203713126e-05
2020,norway,NOR,4.692364203713126e-05
2021,norway,NOR,4.692364203713126e-05
2022,norway,NOR,4.692364203713126e-05
2023,norway,NOR,4.692364203713126e-05
2024,norway,NOR,4.692364203713126e-05
2025,norway,NOR,4.692364203713126e-05
2026,norway,NOR,4.692364203713126e-05
2027,norway,NOR,4.692364203713126e-05
2028,norway,NOR,4.692364203713126e-05
2029,norway,NOR,4.692364203713126e-05
2030,norway,NOR,4.692364203713126e-05
2031,norway,NOR,4.692364203713126e-05
2032,norway,NOR,4.692364203713126e-05
2033,norway,NOR,4.692364203713126e-05
2034,norway,NOR,4.692364203713126e-05
2035,norway,NOR,4.692364203713126e-05
2036,norway,NOR,4.692364203713126e-05
2037,norway,NOR,4.692364203713126e-05
2038,norway,NOR,4.692364203713126e-05
2039,norway,NOR,4.692364203713126e-05
2040,norway,NOR,4.692364203713126e-05
2041,norway,NOR,4.692364203713126e-05
2042,norway,NOR,4.692364203713126e-05
2043,norway,NOR,4.692364203713126e-05
2044,norway,NOR,4.692364203713126e-05
2045,norway,NOR,4.692364203713126e-05
2046,norway,NOR,4.692364203713126e-05
2047,norway,NOR,4.692364203713126e-05
2048,norway,NOR,4.692364203713126e-05
2049,norway,NOR,4.692364203713126e-05
2050,norway,NOR,4.692364203713126e-05
2017,oman,OMN,0.08082940979607053
2018,oman,OMN,0.08082940979607053
2019,oman,OMN,0.08082940979607053
2020,oman,OMN,0.08082940979607053
2021,oman,OMN,0.08082940979607053
2022,oman,OMN,0.08082940979607053
2023,oman,OMN,0.08082940979607053
2024,oman,OMN,0.08082940979607053
2025,oman,OMN,0.08082940979607053
2026,oman,OMN,0.08082940979607053
2027,oman,OMN,0.08082940979607053
2028,oman,OMN,0.08082940979607053
2029,oman,OMN,0.08082940979607053
2030,oman,OMN,0.08082940979607053
2031,oman,OMN,0.08082940979607053
2032,oman,OMN,0.08082940979607053
2033,oman,OMN,0.08082940979607053
2034,oman,OMN,0.08082940979607053
2035,oman,OMN,0.08082940979607053
2036,oman,OMN,0.08082940979607053
2037,oman,OMN,0.08082940979607053
2038,oman,OMN,0.08082940979607053
2039,oman,OMN,0.08082940979607053
2040,oman,OMN,0.08082940979607053
2041,oman,OMN,0.08082940979607053
2042,oman,OMN,0.08082940979607053
2043,oman,OMN,0.08082940979607053
2044,oman,OMN,0.08082940979607053
2045,oman,OMN,0.08082940979607053
2046,oman,OMN,0.08082940979607053
2047,oman,OMN,0.08082940979607053
2048,oman,OMN,0.08082940979607053
2049,oman,OMN,0.08082940979607053
2050,oman,OMN,0.08082940979607053
2017,pakistan,PAK,0.0
2018,pakistan,PAK,0.0
2019,pakistan,PAK,0.0
2020,pakistan,PAK,0.0
2021,pakistan,PAK,0.0
2022,pakistan,PAK,0.0
2023,pakistan,PAK,0.0
2024,pakistan,PAK,0.0
2025,pakistan,PAK,0.0
2026,pakistan,PAK,0.0
2027,pakistan,PAK,0.0
2028,pakistan,PAK,0.0
2029,pakistan,PAK,0.0
2030,pakistan,PAK,0.0
2031,pakistan,PAK,0.0
2032,pakistan,PAK,0.0
2033,pakistan,PAK,0.0
2034,pakistan,PAK,0.0
2035,pakistan,PAK,0.0
2036,pakistan,PAK,0.0
2037,pakistan,PAK,0.0
2038,pakistan,PAK,0.0
2039,pakistan,PAK,0.0
2040,pakistan,PAK,0.0
2041,pakistan,PAK,0.0
2042,pakistan,PAK,0.0
2043,pakistan,PAK,0.0
2044,pakistan,PAK,0.0
2045,pakistan,PAK,0.0
2046,pakistan,PAK,0.0
2047,pakistan,PAK,0.0
2048,pakistan,PAK,0.0
2049,pakistan,PAK,0.0
2050,pakistan,PAK,0.0
2017,peru,PER,0.0
2018,peru,PER,0.0
2019,peru,PER,0.0
2020,peru,PER,0.0
2021,peru,PER,0.0
2022,peru,PER,0.0
2023,peru,PER,0.0
2024,peru,PER,0.0
2025,peru,PER,0.0
2026,peru,PER,0.0
2027,peru,PER,0.0
2028,peru,PER,0.0
2029,peru,PER,0.0
2030,peru,PER,0.0
2031,peru,PER,0.0
2032,peru,PER,0.0
2033,peru,PER,0.0
2034,peru,PER,0.0
2035,peru,PER,0.0
2036,peru,PER,0.0
2037,peru,PER,0.0
2038,peru,PER,0.0
2039,peru,PER,0.0
2040,peru,PER,0.0
2041,peru,PER,0.0
2042,peru,PER,0.0
2043,peru,PER,0.0
2044,peru,PER,0.0
2045,peru,PER,0.0
2046,peru,PER,0.0
2047,peru,PER,0.0
2048,peru,PER,0.0
2049,peru,PER,0.0
2050,peru,PER,0.0
2017,philippines,PHL,0.0
2018,philippines,PHL,0.0
2019,philippines,PHL,0.0
2020,philippines,PHL,0.0
2021,philippines,PHL,0.0
2022,philippines,PHL,0.0
2023,philippines,PHL,0.0
2024,philippines,PHL,0.0
2025,philippines,PHL,0.0
2026,philippines,PHL,0.0
2027,philippines,PHL,0.0
2028,philippines,PHL,0.0
2029,philippines,PHL,0.0
2030,philippines,PHL,0.0
2031,philippines,PHL,0.0
2032,philippines,PHL,0.0
2033,philippines,PHL,0.0
2034,philippines,PHL,0.0
2035,philippines,PHL,0.0
2036,philippines,PHL,0.0
2037,philippines,PHL,0.0
2038,philippines,PHL,0.0
2039,philippines,PHL,0.0
2040,philippines,PHL,0.0
2041,philippines,PHL,0.0
2042,philippines,PHL,0.0
2043,philippines,PHL,0.0
2044,philippines,PHL,0.0
2045,philippines,PHL,0.0
2046,philippines,PHL,0.0
2047,philippines,PHL,0.0
2048,philippines,PHL,0.0
2049,philippines,PHL,0.0
2050,philippines,PHL,0.0
2017,poland,POL,0.483964184905835
2018,poland,POL,0.483964184905835
2019,poland,POL,0.483964184905835
2020,poland,POL,0.483964184905835
2021,poland,POL,0.483964184905835
2022,poland,POL,0.483964184905835
2023,poland,POL,0.483964184905835
2024,poland,POL,0.483964184905835
2025,poland,POL,0.483964184905835
2026,poland,POL,0.483964184905835
2027,poland,POL,0.483964184905835
2028,poland,POL,0.483964184905835
2029,poland,POL,0.483964184905835
2030,poland,POL,0.483964184905835
2031,poland,POL,0.483964184905835
2032,poland,POL,0.483964184905835
2033,poland,POL,0.483964184905835
2034,poland,POL,0.483964184905835
2035,poland,POL,0.483964184905835
2036,poland,POL,0.483964184905835
2037,poland,POL,0.483964184905835
2038,poland,POL,0.483964184905835
2039,poland,POL,0.483964184905835
2040,poland,POL,0.483964184905835
2041,poland,POL,0.483964184905835
2042,poland,POL,0.483964184905835
2043,poland,POL,0.483964184905835
2044,poland,POL,0.483964184905835
2045,poland,POL,0.483964184905835
2046,poland,POL,0.483964184905835
2047,poland,POL,0.483964184905835
2048,poland,POL,0.483964184905835
2049,poland,POL,0.483964184905835
2050,poland,POL,0.483964184905835
2017,portugal,PRT,0.7121924073090007
2018,portugal,PRT,0.7121924073090007
2019,portugal,PRT,0.7121924073090007
2020,portugal,PRT,0.7121924073090007
2021,portugal,PRT,0.7121924073090007
2022,portugal,PRT,0.7121924073090007
2023,portugal,PRT,0.7121924073090007
2024,portugal,PRT,0.7121924073090007
2025,portugal,PRT,0.7121924073090007
2026,portugal,PRT,0.7121924073090007
2027,portugal,PRT,0.7121924073090007
2028,portugal,PRT,0.7121924073090007
2029,portugal,PRT,0.7121924073090007
2030,portugal,PRT,0.7121924073090007
2031,portugal,PRT,0.7121924073090007
2032,portugal,PRT,0.7121924073090007
2033,portugal,PRT,0.7121924073090007
2034,portugal,PRT,0.7121924073090007
2035,portugal,PRT,0.7121924073090007
2036,portugal,PRT,0.7121924073090007
2037,portugal,PRT,0.7121924073090007
2038,portugal,PRT,0.7121924073090007
2039,portugal,PRT,0.7121924073090007
2040,portugal,PRT,0.7121924073090007
2041,portugal,PRT,0.7121924073090007
2042,portugal,PRT,0.7121924073090007
2043,portugal,PRT,0.7121924073090007
2044,portugal,PRT,0.7121924073090007
2045,portugal,PRT,0.7121924073090007
2046,portugal,PRT,0.7121924073090007
2047,portugal,PRT,0.7121924073090007
2048,portugal,PRT,0.7121924073090007
2049,portugal,PRT,0.7121924073090007
2050,portugal,PRT,0.7121924073090007
2017,qatar,QAT,0.0
2018,qatar,QAT,0.0
2019,qatar,QAT,0.0
2020,qatar,QAT,0.0
2021,qatar,QAT,0.0
2022,qatar,QAT,0.0
2023,qatar,QAT,0.0
2024,qatar,QAT,0.0
2025,qatar,QAT,0.0
2026,qatar,QAT,0.0
2027,qatar,QAT,0.0
2028,qatar,QAT,0.0
2029,qatar,QAT,0.0
2030,qatar,QAT,0.0
2031,qatar,QAT,0.0
2032,qatar,QAT,0.0
2033,qatar,QAT,0.0
2034,qatar,QAT,0.0
2035,qatar,QAT,0.0
2036,qatar,QAT,0.0
2037,qatar,QAT,0.0
2038,qatar,QAT,0.0
2039,qatar,QAT,0.0
2040,qatar,QAT,0.0
2041,qatar,QAT,0.0
2042,qatar,QAT,0.0
2043,qatar,QAT,0.0
2044,qatar,QAT,0.0
2045,qatar,QAT,0.0
2046,qatar,QAT,0.0
2047,qatar,QAT,0.0
2048,qatar,QAT,0.0
2049,qatar,QAT,0.0
2050,qatar,QAT,0.0
2017,romania,ROM,0.027864785110206236
2018,romania,ROM,0.027864785110206236
2019,romania,ROM,0.027864785110206236
2020,romania,ROM,0.027864785110206236
2021,romania,ROM,0.027864785110206236
2022,romania,ROM,0.027864785110206236
2023,romania,ROM,0.027864785110206236
2024,romania,ROM,0.027864785110206236
2025,romania,ROM,0.027864785110206236
2026,romania,ROM,0.027864785110206236
2027,romania,ROM,0.027864785110206236
2028,romania,ROM,0.027864785110206236
2029,romania,ROM,0.027864785110206236
2030,romania,ROM,0.027864785110206236
2031,romania,ROM,0.027864785110206236
2032,romania,ROM,0.027864785110206236
2033,romania,ROM,0.027864785110206236
2034,romania,ROM,0.027864785110206236
2035,romania,ROM,0.027864785110206236
2036,romania,ROM,0.027864785110206236
2037,romania,ROM,0.027864785110206236
2038,romania,ROM,0.027864785110206236
2039,romania,ROM,0.027864785110206236
2040,romania,ROM,0.027864785110206236
2041,romania,ROM,0.027864785110206236
2042,romania,ROM,0.027864785110206236
2043,romania,ROM,0.027864785110206236
2044,romania,ROM,0.027864785110206236
2045,romania,ROM,0.027864785110206236
2046,romania,ROM,0.027864785110206236
2047,romania,ROM,0.027864785110206236
2048,romania,ROM,0.027864785110206236
2049,romania,ROM,0.027864785110206236
2050,romania,ROM,0.027864785110206236
2017,russian federation,RUS,0.02307161316793649
2018,russian federation,RUS,0.02307161316793649
2019,russian federation,RUS,0.02307161316793649
2020,russian federation,RUS,0.02307161316793649
2021,russian federation,RUS,0.02307161316793649
2022,russian federation,RUS,0.02307161316793649
2023,russian federation,RUS,0.02307161316793649
2024,russian federation,RUS,0.02307161316793649
2025,russian federation,RUS,0.02307161316793649
2026,russian federation,RUS,0.02307161316793649
2027,russian federation,RUS,0.02307161316793649
2028,russian federation,RUS,0.02307161316793649
2029,russian federation,RUS,0.02307161316793649
2030,russian federation,RUS,0.02307161316793649
2031,russian federation,RUS,0.02307161316793649
2032,russian federation,RUS,0.02307161316793649
2033,russian federation,RUS,0.02307161316793649
2034,russian federation,RUS,0.02307161316793649
2035,russian federation,RUS,0.02307161316793649
2036,russian federation,RUS,0.02307161316793649
2037,russian federation,RUS,0.02307161316793649
2038,russian federation,RUS,0.02307161316793649
2039,russian federation,RUS,0.02307161316793649
2040,russian federation,RUS,0.02307161316793649
2041,russian federation,RUS,0.02307161316793649
2042,russian federation,RUS,0.02307161316793649
2043,russian federation,RUS,0.02307161316793649
2044,russian federation,RUS,0.02307161316793649
2045,russian federation,RUS,0.02307161316793649
2046,russian federation,RUS,0.02307161316793649
2047,russian federation,RUS,0.02307161316793649
2048,russian federation,RUS,0.02307161316793649
2049,russian federation,RUS,0.02307161316793649
2050,russian federation,RUS,0.02307161316793649
2017,saudi arabia,SAU,0.0
2018,saudi arabia,SAU,0.0
2019,saudi arabia,SAU,0.0
2020,saudi arabia,SAU,0.0
2021,saudi arabia,SAU,0.0
2022,saudi arabia,SAU,0.0
2023,saudi arabia,SAU,0.0
2024,saudi arabia,SAU,0.0
2025,saudi arabia,SAU,0.0
2026,saudi arabia,SAU,0.0
2027,saudi arabia,SAU,0.0
2028,saudi arabia,SAU,0.0
2029,saudi arabia,SAU,0.0
2030,saudi arabia,SAU,0.0
2031,saudi arabia,SAU,0.0
2032,saudi arabia,SAU,0.0
2033,saudi arabia,SAU,0.0
2034,saudi arabia,SAU,0.0
2035,saudi arabia,SAU,0.0
2036,saudi arabia,SAU,0.0
2037,saudi arabia,SAU,0.0
2038,saudi arabia,SAU,0.0
2039,saudi arabia,SAU,0.0
2040,saudi arabia,SAU,0.0
2041,saudi arabia,SAU,0.0
2042,saudi arabia,SAU,0.0
2043,saudi arabia,SAU,0.0
2044,saudi arabia,SAU,0.0
2045,saudi arabia,SAU,0.0
2046,saudi arabia,SAU,0.0
2047,saudi arabia,SAU,0.0
2048,saudi arabia,SAU,0.0
2049,saudi arabia,SAU,0.0
2050,saudi arabia,SAU,0.0
2017,singapore,SGP,0.8758636459752254
2018,singapore,SGP,0.8758636459752254
2019,singapore,SGP,0.8758636459752254
2020,singapore,SGP,0.8758636459752254
2021,singapore,SGP,0.8758636459752254
2022,singapore,SGP,0.8758636459752254
2023,singapore,SGP,0.8758636459752254
2024,singapore,SGP,0.8758636459752254
2025,singapore,SGP,0.8758636459752254
2026,singapore,SGP,0.8758636459752254
2027,singapore,SGP,0.8758636459752254
2028,singapore,SGP,0.8758636459752254
2029,singapore,SGP,0.8758636459752254
2030,singapore,SGP,0.8758636459752254
2031,singapore,SGP,0.8758636459752254
2032,singapore,SGP,0.8758636459752254
2033,singapore,SGP,0.8758636459752254
2034,singapore,SGP,0.8758636459752254
2035,singapore,SGP,0.8758636459752254
2036,singapore,SGP,0.8758636459752254
2037,singapore,SGP,0.8758636459752254
2038,singapore,SGP,0.8758636459752254
2039,singapore,SGP,0.8758636459752254
2040,singapore,SGP,0.8758636459752254
2041,singapore,SGP,0.8758636459752254
2042,singapore,SGP,0.8758636459752254
2043,singapore,SGP,0.8758636459752254
2044,singapore,SGP,0.8758636459752254
2045,singapore,SGP,0.8758636459752254
2046,singapore,SGP,0.8758636459752254
2047,singapore,SGP,0.8758636459752254
2048,singapore,SGP,0.8758636459752254
2049,singapore,SGP,0.8758636459752254
2050,singapore,SGP,0.8758636459752254
2017,slovak republic,SVK,0.5626569384564363
2018,slovak republic,SVK,0.5626569384564363
2019,slovak republic,SVK,0.5626569384564363
2020,slovak republic,SVK,0.5626569384564363
2021,slovak republic,SVK,0.5626569384564363
2022,slovak republic,SVK,0.5626569384564363
2023,slovak republic,SVK,0.5626569384564363
2024,slovak republic,SVK,0.5626569384564363
2025,slovak republic,SVK,0.5626569384564363
2026,slovak republic,SVK,0.5626569384564363
2027,slovak republic,SVK,0.5626569384564363
2028,slovak republic,SVK,0.5626569384564363
2029,slovak republic,SVK,0.5626569384564363
2030,slovak republic,SVK,0.5626569384564363
2031,slovak republic,SVK,0.5626569384564363
2032,slovak republic,SVK,0.5626569384564363
2033,slovak republic,SVK,0.5626569384564363
2034,slovak republic,SVK,0.5626569384564363
2035,slovak republic,SVK,0.5626569384564363
2036,slovak republic,SVK,0.5626569384564363
2037,slovak republic,SVK,0.5626569384564363
2038,slovak republic,SVK,0.5626569384564363
2039,slovak republic,SVK,0.5626569384564363
2040,slovak republic,SVK,0.5626569384564363
2041,slovak republic,SVK,0.5626569384564363
2042,slovak republic,SVK,0.5626569384564363
2043,slovak republic,SVK,0.5626569384564363
2044,slovak republic,SVK,0.5626569384564363
2045,slovak republic,SVK,0.5626569384564363
2046,slovak republic,SVK,0.5626569384564363
2047,slovak republic,SVK,0.5626569384564363
2048,slovak republic,SVK,0.5626569384564363
2049,slovak republic,SVK,0.5626569384564363
2050,slovak republic,SVK,0.5626569384564363
2017,slovenia,SVN,0.5403202215418219
2018,slovenia,SVN,0.5403202215418219
2019,slovenia,SVN,0.5403202215418219
2020,slovenia,SVN,0.5403202215418219
2021,slovenia,SVN,0.5403202215418219
