Year,Nation,iso_code3,exports_enfu_pj_fuel_electricity
2041,Finland,FIN,11.372
2042,Finland,FIN,11.372
2043,Finland,FIN,11.372
2044,Finland,FIN,11.372
2045,Finland,FIN,11.372
2046,Finland,FIN,11.372
2047,Finland,FIN,11.372
2048,Finland,FIN,11.372
2049,Finland,FIN,11.372
2050,Finland,FIN,11.372
2018,France,FRA,221.054
2019,France,FRA,221.054
2020,France,FRA,221.054
2021,France,FRA,221.054
2022,France,FRA,221.054
2023,France,FRA,221.054
2024,France,FRA,221.054
2025,France,FRA,221.054
2026,France,FRA,221.054
2027,France,FRA,221.054
2028,France,FRA,221.054
2029,France,FRA,221.054
2030,France,FRA,221.054
2031,France,FRA,221.054
2032,France,FRA,221.054
2033,France,FRA,221.054
2034,France,FRA,221.054
2035,France,FRA,221.054
2036,France,FRA,221.054
2037,France,FRA,221.054
2038,France,FRA,221.054
2039,France,FRA,221.054
2040,France,FRA,221.054
2041,France,FRA,221.054
2042,France,FRA,221.054
2043,France,FRA,221.054
2044,France,FRA,221.054
2045,France,FRA,221.054
2046,France,FRA,221.054
2047,France,FRA,221.054
2048,France,FRA,221.054
2049,France,FRA,221.054
2050,France,FRA,221.054
2018,Gabon,GAB,0.0
2019,Gabon,GAB,0.0
2020,Gabon,GAB,0.0
2021,Gabon,GAB,0.0
2022,Gabon,GAB,0.0
2023,Gabon,GAB,0.0
2024,Gabon,GAB,0.0
2025,Gabon,GAB,0.0
2026,Gabon,GAB,0.0
2027,Gabon,GAB,0.0
2028,Gabon,GAB,0.0
2029,Gabon,GAB,0.0
2030,Gabon,GAB,0.0
2031,Gabon,GAB,0.0
2032,Gabon,GAB,0.0
2033,Gabon,GAB,0.0
2034,Gabon,GAB,0.0
2035,Gabon,GAB,0.0
2036,Gabon,GAB,0.0
2037,Gabon,GAB,0.0
2038,Gabon,GAB,0.0
2039,Gabon,GAB,0.0
2040,Gabon,GAB,0.0
2041,Gabon,GAB,0.0
2042,Gabon,GAB,0.0
2043,Gabon,GAB,0.0
2044,Gabon,GAB,0.0
2045,Gabon,GAB,0.0
2046,Gabon,GAB,0.0
2047,Gabon,GAB,0.0
2048,Gabon,GAB,0.0
2049,Gabon,GAB,0.0
2050,Gabon,GAB,0.0
2018,Georgia,GEO,5.072
2019,Georgia,GEO,5.072
2020,Georgia,GEO,5.072
2021,Georgia,GEO,5.072
2022,Georgia,GEO,5.072
2023,Georgia,GEO,5.072
2024,Georgia,GEO,5.072
2025,Georgia,GEO,5.072
2026,Georgia,GEO,5.072
2027,Georgia,GEO,5.072
2028,Georgia,GEO,5.072
2029,Georgia,GEO,5.072
2030,Georgia,GEO,5.072
2031,Georgia,GEO,5.072
2032,Georgia,GEO,5.072
2033,Georgia,GEO,5.072
2034,Georgia,GEO,5.072
2035,Georgia,GEO,5.072
2036,Georgia,GEO,5.072
2037,Georgia,GEO,5.072
2038,Georgia,GEO,5.072
2039,Georgia,GEO,5.072
2040,Georgia,GEO,5.072
2041,Georgia,GEO,5.072
2042,Georgia,GEO,5.072
2043,Georgia,GEO,5.072
2044,Georgia,GEO,5.072
2045,Georgia,GEO,5.072
2046,Georgia,GEO,5.072
2047,Georgia,GEO,5.072
2048,Georgia,GEO,5.072
2049,Georgia,GEO,5.072
2050,Georgia,GEO,5.072
2018,Germany,DEU,283.907
2019,Germany,DEU,283.907
2020,Germany,DEU,283.907
2021,Germany,DEU,283.907
2022,Germany,DEU,283.907
2023,Germany,DEU,283.907
2024,Germany,DEU,283.907
2025,Germany,DEU,283.907
2026,Germany,DEU,283.907
2027,Germany,DEU,283.907
2028,Germany,DEU,283.907
2029,Germany,DEU,283.907
2030,Germany,DEU,283.907
2031,Germany,DEU,283.907
2032,Germany,DEU,283.907
2033,Germany,DEU,283.907
2034,Germany,DEU,283.907
2035,Germany,DEU,283.907
2036,Germany,DEU,283.907
2037,Germany,DEU,283.907
2038,Germany,DEU,283.907
2039,Germany,DEU,283.907
2040,Germany,DEU,283.907
2041,Germany,DEU,283.907
2042,Germany,DEU,283.907
2043,Germany,DEU,283.907
2044,Germany,DEU,283.907
2045,Germany,DEU,283.907
2046,Germany,DEU,283.907
2047,Germany,DEU,283.907
2048,Germany,DEU,283.907
2049,Germany,DEU,283.907
2050,Germany,DEU,283.907
2018,Ghana,GHA,0.673
2019,Ghana,GHA,0.673
2020,Ghana,GHA,0.673
2021,Ghana,GHA,0.673
2022,Ghana,GHA,0.673
2023,Ghana,GHA,0.673
2024,Ghana,GHA,0.673
2025,Ghana,GHA,0.673
2026,Ghana,GHA,0.673
2027,Ghana,GHA,0.673
2028,Ghana,GHA,0.673
2029,Ghana,GHA,0.673
2030,Ghana,GHA,0.673
2031,Ghana,GHA,0.673
2032,Ghana,GHA,0.673
2033,Ghana,GHA,0.673
2034,Ghana,GHA,0.673
2035,Ghana,GHA,0.673
2036,Ghana,GHA,0.673
2037,Ghana,GHA,0.673
2038,Ghana,GHA,0.673
2039,Ghana,GHA,0.673
2040,Ghana,GHA,0.673
2041,Ghana,GHA,0.673
2042,Ghana,GHA,0.673
2043,Ghana,GHA,0.673
2044,Ghana,GHA,0.673
2045,Ghana,GHA,0.673
2046,Ghana,GHA,0.673
2047,Ghana,GHA,0.673
2048,Ghana,GHA,0.673
2049,Ghana,GHA,0.673
2050,Ghana,GHA,0.673
2018,Gibraltar,GIB,0.0
2019,Gibraltar,GIB,0.0
2020,Gibraltar,GIB,0.0
2021,Gibraltar,GIB,0.0
2022,Gibraltar,GIB,0.0
2023,Gibraltar,GIB,0.0
2024,Gibraltar,GIB,0.0
2025,Gibraltar,GIB,0.0
2026,Gibraltar,GIB,0.0
2027,Gibraltar,GIB,0.0
2028,Gibraltar,GIB,0.0
2029,Gibraltar,GIB,0.0
2030,Gibraltar,GIB,0.0
2031,Gibraltar,GIB,0.0
2032,Gibraltar,GIB,0.0
2033,Gibraltar,GIB,0.0
2034,Gibraltar,GIB,0.0
2035,Gibraltar,GIB,0.0
2036,Gibraltar,GIB,0.0
2037,Gibraltar,GIB,0.0
2038,Gibraltar,GIB,0.0
2039,Gibraltar,GIB,0.0
2040,Gibraltar,GIB,0.0
2041,Gibraltar,GIB,0.0
2042,Gibraltar,GIB,0.0
2043,Gibraltar,GIB,0.0
2044,Gibraltar,GIB,0.0
2045,Gibraltar,GIB,0.0
2046,Gibraltar,GIB,0.0
2047,Gibraltar,GIB,0.0
2048,Gibraltar,GIB,0.0
2049,Gibraltar,GIB,0.0
2050,Gibraltar,GIB,0.0
2018,Greece,GRC,3.733
2019,Greece,GRC,3.733
2020,Greece,GRC,3.733
2021,Greece,GRC,3.733
2022,Greece,GRC,3.733
2023,Greece,GRC,3.733
2024,Greece,GRC,3.733
2025,Greece,GRC,3.733
2026,Greece,GRC,3.733
2027,Greece,GRC,3.733
2028,Greece,GRC,3.733
2029,Greece,GRC,3.733
2030,Greece,GRC,3.733
2031,Greece,GRC,3.733
2032,Greece,GRC,3.733
2033,Greece,GRC,3.733
2034,Greece,GRC,3.733
2035,Greece,GRC,3.733
2036,Greece,GRC,3.733
2037,Greece,GRC,3.733
2038,Greece,GRC,3.733
2039,Greece,GRC,3.733
2040,Greece,GRC,3.733
2041,Greece,GRC,3.733
2042,Greece,GRC,3.733
2043,Greece,GRC,3.733
2044,Greece,GRC,3.733
2045,Greece,GRC,3.733
2046,Greece,GRC,3.733
2047,Greece,GRC,3.733
2048,Greece,GRC,3.733
2049,Greece,GRC,3.733
2050,Greece,GRC,3.733
2018,Grenada,GRD,2.365
2019,Grenada,GRD,2.365
2020,Grenada,GRD,2.365
2021,Grenada,GRD,2.365
2022,Grenada,GRD,2.365
2023,Grenada,GRD,2.365
2024,Grenada,GRD,2.365
2025,Grenada,GRD,2.365
2026,Grenada,GRD,2.365
2027,Grenada,GRD,2.365
2028,Grenada,GRD,2.365
2029,Grenada,GRD,2.365
2030,Grenada,GRD,2.365
2031,Grenada,GRD,2.365
2032,Grenada,GRD,2.365
2033,Grenada,GRD,2.365
2034,Grenada,GRD,2.365
2035,Grenada,GRD,2.365
2036,Grenada,GRD,2.365
2037,Grenada,GRD,2.365
2038,Grenada,GRD,2.365
2039,Grenada,GRD,2.365
2040,Grenada,GRD,2.365
2041,Grenada,GRD,2.365
2042,Grenada,GRD,2.365
2043,Grenada,GRD,2.365
2044,Grenada,GRD,2.365
2045,Grenada,GRD,2.365
2046,Grenada,GRD,2.365
2047,Grenada,GRD,2.365
2048,Grenada,GRD,2.365
2049,Grenada,GRD,2.365
2050,Grenada,GRD,2.365
2018,Guatemala,GTM,4.806
2019,Guatemala,GTM,4.806
2020,Guatemala,GTM,4.806
2021,Guatemala,GTM,4.806
2022,Guatemala,GTM,4.806
2023,Guatemala,GTM,4.806
2024,Guatemala,GTM,4.806
2025,Guatemala,GTM,4.806
2026,Guatemala,GTM,4.806
2027,Guatemala,GTM,4.806
2028,Guatemala,GTM,4.806
2029,Guatemala,GTM,4.806
2030,Guatemala,GTM,4.806
2031,Guatemala,GTM,4.806
2032,Guatemala,GTM,4.806
2033,Guatemala,GTM,4.806
2034,Guatemala,GTM,4.806
2035,Guatemala,GTM,4.806
2036,Guatemala,GTM,4.806
2037,Guatemala,GTM,4.806
2038,Guatemala,GTM,4.806
2039,Guatemala,GTM,4.806
2040,Guatemala,GTM,4.806
2041,Guatemala,GTM,4.806
2042,Guatemala,GTM,4.806
2043,Guatemala,GTM,4.806
2044,Guatemala,GTM,4.806
2045,Guatemala,GTM,4.806
2046,Guatemala,GTM,4.806
2047,Guatemala,GTM,4.806
2048,Guatemala,GTM,4.806
2049,Guatemala,GTM,4.806
2050,Guatemala,GTM,4.806
2018,Guyana,GUY,2.365
2019,Guyana,GUY,2.365
2020,Guyana,GUY,2.365
2021,Guyana,GUY,2.365
2022,Guyana,GUY,2.365
2023,Guyana,GUY,2.365
2024,Guyana,GUY,2.365
2025,Guyana,GUY,2.365
2026,Guyana,GUY,2.365
2027,Guyana,GUY,2.365
2028,Guyana,GUY,2.365
2029,Guyana,GUY,2.365
2030,Guyana,GUY,2.365
2031,Guyana,GUY,2.365
2032,Guyana,GUY,2.365
2033,Guyana,GUY,2.365
2034,Guyana,GUY,2.365
2035,Guyana,GUY,2.365
2036,Guyana,GUY,2.365
2037,Guyana,GUY,2.365
2038,Guyana,GUY,2.365
2039,Guyana,GUY,2.365
2040,Guyana,GUY,2.365
2041,Guyana,GUY,2.365
2042,Guyana,GUY,2.365
2043,Guyana,GUY,2.365
2044,Guyana,GUY,2.365
2045,Guyana,GUY,2.365
2046,Guyana,GUY,2.365
2047,Guyana,GUY,2.365
2048,Guyana,GUY,2.365
2049,Guyana,GUY,2.365
2050,Guyana,GUY,2.365
2018,Haiti,HTI,0.0
2019,Haiti,HTI,0.0
2020,Haiti,HTI,0.0
2021,Haiti,HTI,0.0
2022,Haiti,HTI,0.0
2023,Haiti,HTI,0.0
2024,Haiti,HTI,0.0
2025,Haiti,HTI,0.0
2026,Haiti,HTI,0.0
2027,Haiti,HTI,0.0
2028,Haiti,HTI,0.0
2029,Haiti,HTI,0.0
2030,Haiti,HTI,0.0
2031,Haiti,HTI,0.0
2032,Haiti,HTI,0.0
2033,Haiti,HTI,0.0
2034,Haiti,HTI,0.0
2035,Haiti,HTI,0.0
2036,Haiti,HTI,0.0
2037,Haiti,HTI,0.0
2038,Haiti,HTI,0.0
2039,Haiti,HTI,0.0
2040,Haiti,HTI,0.0
2041,Haiti,HTI,0.0
2042,Haiti,HTI,0.0
2043,Haiti,HTI,0.0
2044,Haiti,HTI,0.0
2045,Haiti,HTI,0.0
2046,Haiti,HTI,0.0
2047,Haiti,HTI,0.0
2048,Haiti,HTI,0.0
2049,Haiti,HTI,0.0
2050,Haiti,HTI,0.0
2018,Honduras,HND,0.0
2019,Honduras,HND,0.0
2020,Honduras,HND,0.0
2021,Honduras,HND,0.0
2022,Honduras,HND,0.0
2023,Honduras,HND,0.0
2024,Honduras,HND,0.0
2025,Honduras,HND,0.0
2026,Honduras,HND,0.0
2027,Honduras,HND,0.0
2028,Honduras,HND,0.0
2029,Honduras,HND,0.0
2030,Honduras,HND,0.0
2031,Honduras,HND,0.0
2032,Honduras,HND,0.0
2033,Honduras,HND,0.0
2034,Honduras,HND,0.0
2035,Honduras,HND,0.0
2036,Honduras,HND,0.0
2037,Honduras,HND,0.0
2038,Honduras,HND,0.0
2039,Honduras,HND,0.0
2040,Honduras,HND,0.0
2041,Honduras,HND,0.0
2042,Honduras,HND,0.0
2043,Honduras,HND,0.0
2044,Honduras,HND,0.0
2045,Honduras,HND,0.0
2046,Honduras,HND,0.0
2047,Honduras,HND,0.0
2048,Honduras,HND,0.0
2049,Honduras,HND,0.0
2050,Honduras,HND,0.0
2018,"Hong Kong SAR, China",HKG,4.338
2019,"Hong Kong SAR, China",HKG,4.338
2020,"Hong Kong SAR, China",HKG,4.338
2021,"Hong Kong SAR, China",HKG,4.338
2022,"Hong Kong SAR, China",HKG,4.338
2023,"Hong Kong SAR, China",HKG,4.338
2024,"Hong Kong SAR, China",HKG,4.338
2025,"Hong Kong SAR, China",HKG,4.338
2026,"Hong Kong SAR, China",HKG,4.338
2027,"Hong Kong SAR, China",HKG,4.338
2028,"Hong Kong SAR, China",HKG,4.338
2029,"Hong Kong SAR, China",HKG,4.338
2030,"Hong Kong SAR, China",HKG,4.338
2031,"Hong Kong SAR, China",HKG,4.338
2032,"Hong Kong SAR, China",HKG,4.338
2033,"Hong Kong SAR, China",HKG,4.338
2034,"Hong Kong SAR, China",HKG,4.338
2035,"Hong Kong SAR, China",HKG,4.338
2036,"Hong Kong SAR, China",HKG,4.338
2037,"Hong Kong SAR, China",HKG,4.338
2038,"Hong Kong SAR, China",HKG,4.338
2039,"Hong Kong SAR, China",HKG,4.338
2040,"Hong Kong SAR, China",HKG,4.338
2041,"Hong Kong SAR, China",HKG,4.338
2042,"Hong Kong SAR, China",HKG,4.338
2043,"Hong Kong SAR, China",HKG,4.338
2044,"Hong Kong SAR, China",HKG,4.338
2045,"Hong Kong SAR, China",HKG,4.338
2046,"Hong Kong SAR, China",HKG,4.338
2047,"Hong Kong SAR, China",HKG,4.338
2048,"Hong Kong SAR, China",HKG,4.338
2049,"Hong Kong SAR, China",HKG,4.338
2050,"Hong Kong SAR, China",HKG,4.338
2018,Hungary,HUN,18.864
2019,Hungary,HUN,18.864
2020,Hungary,HUN,18.864
2021,Hungary,HUN,18.864
2022,Hungary,HUN,18.864
2023,Hungary,HUN,18.864
2024,Hungary,HUN,18.864
2025,Hungary,HUN,18.864
2026,Hungary,HUN,18.864
2027,Hungary,HUN,18.864
2028,Hungary,HUN,18.864
2029,Hungary,HUN,18.864
2030,Hungary,HUN,18.864
2031,Hungary,HUN,18.864
2032,Hungary,HUN,18.864
2033,Hungary,HUN,18.864
2034,Hungary,HUN,18.864
2035,Hungary,HUN,18.864
2036,Hungary,HUN,18.864
2037,Hungary,HUN,18.864
2038,Hungary,HUN,18.864
2039,Hungary,HUN,18.864
2040,Hungary,HUN,18.864
2041,Hungary,HUN,18.864
2042,Hungary,HUN,18.864
2043,Hungary,HUN,18.864
2044,Hungary,HUN,18.864
2045,Hungary,HUN,18.864
2046,Hungary,HUN,18.864
2047,Hungary,HUN,18.864
2048,Hungary,HUN,18.864
2049,Hungary,HUN,18.864
2050,Hungary,HUN,18.864
2018,Iceland,ISL,0.0
2019,Iceland,ISL,0.0
2020,Iceland,ISL,0.0
2021,Iceland,ISL,0.0
2022,Iceland,ISL,0.0
2023,Iceland,ISL,0.0
2024,Iceland,ISL,0.0
2025,Iceland,ISL,0.0
2026,Iceland,ISL,0.0
2027,Iceland,ISL,0.0
2028,Iceland,ISL,0.0
2029,Iceland,ISL,0.0
2030,Iceland,ISL,0.0
2031,Iceland,ISL,0.0
2032,Iceland,ISL,0.0
2033,Iceland,ISL,0.0
2034,Iceland,ISL,0.0
2035,Iceland,ISL,0.0
2036,Iceland,ISL,0.0
2037,Iceland,ISL,0.0
2038,Iceland,ISL,0.0
2039,Iceland,ISL,0.0
2040,Iceland,ISL,0.0
2041,Iceland,ISL,0.0
2042,Iceland,ISL,0.0
2043,Iceland,ISL,0.0
2044,Iceland,ISL,0.0
2045,Iceland,ISL,0.0
2046,Iceland,ISL,0.0
2047,Iceland,ISL,0.0
2048,Iceland,ISL,0.0
2049,Iceland,ISL,0.0
2050,Iceland,ISL,0.0
2018,India,IND,24.156
2019,India,IND,24.156
2020,India,IND,24.156
2021,India,IND,24.156
2022,India,IND,24.156
2023,India,IND,24.156
2024,India,IND,24.156
2025,India,IND,24.156
2026,India,IND,24.156
2027,India,IND,24.156
2028,India,IND,24.156
2029,India,IND,24.156
2030,India,IND,24.156
2031,India,IND,24.156
2032,India,IND,24.156
2033,India,IND,24.156
2034,India,IND,24.156
2035,India,IND,24.156
2036,India,IND,24.156
2037,India,IND,24.156
2038,India,IND,24.156
2039,India,IND,24.156
2040,India,IND,24.156
2041,India,IND,24.156
2042,India,IND,24.156
2043,India,IND,24.156
2044,India,IND,24.156
2045,India,IND,24.156
2046,India,IND,24.156
2047,India,IND,24.156
2048,India,IND,24.156
2049,India,IND,24.156
2050,India,IND,24.156
2018,Indonesia,IDN,0.0
2019,Indonesia,IDN,0.0
2020,Indonesia,IDN,0.0
2021,Indonesia,IDN,0.0
2022,Indonesia,IDN,0.0
2023,Indonesia,IDN,0.0
2024,Indonesia,IDN,0.0
2025,Indonesia,IDN,0.0
2026,Indonesia,IDN,0.0
2027,Indonesia,IDN,0.0
2028,Indonesia,IDN,0.0
2029,Indonesia,IDN,0.0
2030,Indonesia,IDN,0.0
2031,Indonesia,IDN,0.0
2032,Indonesia,IDN,0.0
2033,Indonesia,IDN,0.0
2034,Indonesia,IDN,0.0
2035,Indonesia,IDN,0.0
2036,Indonesia,IDN,0.0
2037,Indonesia,IDN,0.0
2038,Indonesia,IDN,0.0
2039,Indonesia,IDN,0.0
2040,Indonesia,IDN,0.0
2041,Indonesia,IDN,0.0
2042,Indonesia,IDN,0.0
2043,Indonesia,IDN,0.0
2044,Indonesia,IDN,0.0
2045,Indonesia,IDN,0.0
2046,Indonesia,IDN,0.0
2047,Indonesia,IDN,0.0
2048,Indonesia,IDN,0.0
2049,Indonesia,IDN,0.0
2050,Indonesia,IDN,0.0
2018,"Iran, Islamic Rep.",IRN,24.077
2019,"Iran, Islamic Rep.",IRN,24.077
2020,"Iran, Islamic Rep.",IRN,24.077
2021,"Iran, Islamic Rep.",IRN,24.077
2022,"Iran, Islamic Rep.",IRN,24.077
2023,"Iran, Islamic Rep.",IRN,24.077
2024,"Iran, Islamic Rep.",IRN,24.077
2025,"Iran, Islamic Rep.",IRN,24.077
2026,"Iran, Islamic Rep.",IRN,24.077
2027,"Iran, Islamic Rep.",IRN,24.077
2028,"Iran, Islamic Rep.",IRN,24.077
2029,"Iran, Islamic Rep.",IRN,24.077
2030,"Iran, Islamic Rep.",IRN,24.077
2031,"Iran, Islamic Rep.",IRN,24.077
2032,"Iran, Islamic Rep.",IRN,24.077
2033,"Iran, Islamic Rep.",IRN,24.077
2034,"Iran, Islamic Rep.",IRN,24.077
2035,"Iran, Islamic Rep.",IRN,24.077
2036,"Iran, Islamic Rep.",IRN,24.077
2037,"Iran, Islamic Rep.",IRN,24.077
2038,"Iran, Islamic Rep.",IRN,24.077
2039,"Iran, Islamic Rep.",IRN,24.077
2040,"Iran, Islamic Rep.",IRN,24.077
2041,"Iran, Islamic Rep.",IRN,24.077
2042,"Iran, Islamic Rep.",IRN,24.077
2043,"Iran, Islamic Rep.",IRN,24.077
2044,"Iran, Islamic Rep.",IRN,24.077
2045,"Iran, Islamic Rep.",IRN,24.077
2046,"Iran, Islamic Rep.",IRN,24.077
2047,"Iran, Islamic Rep.",IRN,24.077
2048,"Iran, Islamic Rep.",IRN,24.077
2049,"Iran, Islamic Rep.",IRN,24.077
2050,"Iran, Islamic Rep.",IRN,24.077
2018,Iraq,IRQ,0.0
2019,Iraq,IRQ,0.0
2020,Iraq,IRQ,0.0
2021,Iraq,IRQ,0.0
2022,Iraq,IRQ,0.0
2023,Iraq,IRQ,0.0
2024,Iraq,IRQ,0.0
2025,Iraq,IRQ,0.0
2026,Iraq,IRQ,0.0
2027,Iraq,IRQ,0.0
2028,Iraq,IRQ,0.0
2029,Iraq,IRQ,0.0
2030,Iraq,IRQ,0.0
2031,Iraq,IRQ,0.0
2032,Iraq,IRQ,0.0
2033,Iraq,IRQ,0.0
2034,Iraq,IRQ,0.0
2035,Iraq,IRQ,0.0
2036,Iraq,IRQ,0.0
2037,Iraq,IRQ,0.0
2038,Iraq,IRQ,0.0
2039,Iraq,IRQ,0.0
2040,Iraq,IRQ,0.0
2041,Iraq,IRQ,0.0
2042,Iraq,IRQ,0.0
2043,Iraq,IRQ,0.0
2044,Iraq,IRQ,0.0
2045,Iraq,IRQ,0.0
2046,Iraq,IRQ,0.0
2047,Iraq,IRQ,0.0
2048,Iraq,IRQ,0.0
2049,Iraq,IRQ,0.0
2050,Iraq,IRQ,0.0
2018,Ireland,IRL,5.699
2019,Ireland,IRL,5.699
2020,Ireland,IRL,5.699
2021,Ireland,IRL,5.699
2022,Ireland,IRL,5.699
2023,Ireland,IRL,5.699
2024,Ireland,IRL,5.699
2025,Ireland,IRL,5.699
2026,Ireland,IRL,5.699
2027,Ireland,IRL,5.699
2028,Ireland,IRL,5.699
2029,Ireland,IRL,5.699
2030,Ireland,IRL,5.699
2031,Ireland,IRL,5.699
2032,Ireland,IRL,5.699
2033,Ireland,IRL,5.699
2034,Ireland,IRL,5.699
2035,Ireland,IRL,5.699
2036,Ireland,IRL,5.699
2037,Ireland,IRL,5.699
2038,Ireland,IRL,5.699
2039,Ireland,IRL,5.699
2040,Ireland,IRL,5.699
2041,Ireland,IRL,5.699
2042,Ireland,IRL,5.699
2043,Ireland,IRL,5.699
2044,Ireland,IRL,5.699
2045,Ireland,IRL,5.699
2046,Ireland,IRL,5.699
2047,Ireland,IRL,5.699
2048,Ireland,IRL,5.699
2049,Ireland,IRL,5.699
2050,Ireland,IRL,5.699
2018,Israel,ISR,19.991
2019,Israel,ISR,19.991
2020,Israel,ISR,19.991
2021,Israel,ISR,19.991
2022,Israel,ISR,19.991
2023,Israel,ISR,19.991
2024,Israel,ISR,19.991
2025,Israel,ISR,19.991
2026,Israel,ISR,19.991
2027,Israel,ISR,19.991
2028,Israel,ISR,19.991
2029,Israel,ISR,19.991
2030,Israel,ISR,19.991
2031,Israel,ISR,19.991
2032,Israel,ISR,19.991
2033,Israel,ISR,19.991
2034,Israel,ISR,19.991
2035,Israel,ISR,19.991
2036,Israel,ISR,19.991
2037,Israel,ISR,19.991
2038,Israel,ISR,19.991
2039,Israel,ISR,19.991
2040,Israel,ISR,19.991
2041,Israel,ISR,19.991
2042,Israel,ISR,19.991
2043,Israel,ISR,19.991
2044,Israel,ISR,19.991
2045,Israel,ISR,19.991
2046,Israel,ISR,19.991
2047,Israel,ISR,19.991
2048,Israel,ISR,19.991
2049,Israel,ISR,19.991
2050,Israel,ISR,19.991
2018,Italy,ITA,22.154
2019,Italy,ITA,22.154
2020,Italy,ITA,22.154
2021,Italy,ITA,22.154
2022,Italy,ITA,22.154
2023,Italy,ITA,22.154
2024,Italy,ITA,22.154
2025,Italy,ITA,22.154
2026,Italy,ITA,22.154
2027,Italy,ITA,22.154
2028,Italy,ITA,22.154
2029,Italy,ITA,22.154
2030,Italy,ITA,22.154
2031,Italy,ITA,22.154
2032,Italy,ITA,22.154
2033,Italy,ITA,22.154
2034,Italy,ITA,22.154
2035,Italy,ITA,22.154
2036,Italy,ITA,22.154
2037,Italy,ITA,22.154
2038,Italy,ITA,22.154
2039,Italy,ITA,22.154
2040,Italy,ITA,22.154
2041,Italy,ITA,22.154
2042,Italy,ITA,22.154
2043,Italy,ITA,22.154
2044,Italy,ITA,22.154
2045,Italy,ITA,22.154
2046,Italy,ITA,22.154
2047,Italy,ITA,22.154
2048,Italy,ITA,22.154
2049,Italy,ITA,22.154
2050,Italy,ITA,22.154
2018,Jamaica,JAM,0.0
2019,Jamaica,JAM,0.0
2020,Jamaica,JAM,0.0
2021,Jamaica,JAM,0.0
2022,Jamaica,JAM,0.0
2023,Jamaica,JAM,0.0
2024,Jamaica,JAM,0.0
2025,Jamaica,JAM,0.0
2026,Jamaica,JAM,0.0
2027,Jamaica,JAM,0.0
2028,Jamaica,JAM,0.0
2029,Jamaica,JAM,0.0
2030,Jamaica,JAM,0.0
2031,Jamaica,JAM,0.0
2032,Jamaica,JAM,0.0
2033,Jamaica,JAM,0.0
2034,Jamaica,JAM,0.0
2035,Jamaica,JAM,0.0
2036,Jamaica,JAM,0.0
2037,Jamaica,JAM,0.0
2038,Jamaica,JAM,0.0
2039,Jamaica,JAM,0.0
2040,Jamaica,JAM,0.0
2041,Jamaica,JAM,0.0
2042,Jamaica,JAM,0.0
2043,Jamaica,JAM,0.0
2044,Jamaica,JAM,0.0
2045,Jamaica,JAM,0.0
2046,Jamaica,JAM,0.0
2047,Jamaica,JAM,0.0
2048,Jamaica,JAM,0.0
2049,Jamaica,JAM,0.0
2050,Jamaica,JAM,0.0
2018,Japan,JPN,0.0
2019,Japan,JPN,0.0
2020,Japan,JPN,0.0
2021,Japan,JPN,0.0
2022,Japan,JPN,0.0
2023,Japan,JPN,0.0
2024,Japan,JPN,0.0
2025,Japan,JPN,0.0
2026,Japan,JPN,0.0
2027,Japan,JPN,0.0
2028,Japan,JPN,0.0
2029,Japan,JPN,0.0
2030,Japan,JPN,0.0
2031,Japan,JPN,0.0
2032,Japan,JPN,0.0
2033,Japan,JPN,0.0
2034,Japan,JPN,0.0
2035,Japan,JPN,0.0
2036,Japan,JPN,0.0
2037,Japan,JPN,0.0
2038,Japan,JPN,0.0
2039,Japan,JPN,0.0
2040,Japan,JPN,0.0
2041,Japan,JPN,0.0
2042,Japan,JPN,0.0
2043,Japan,JPN,0.0
2044,Japan,JPN,0.0
2045,Japan,JPN,0.0
2046,Japan,JPN,0.0
2047,Japan,JPN,0.0
2048,Japan,JPN,0.0
2049,Japan,JPN,0.0
2050,Japan,JPN,0.0
2018,Jordan,JOR,0.162
2019,Jordan,JOR,0.162
2020,Jordan,JOR,0.162
2021,Jordan,JOR,0.162
2022,Jordan,JOR,0.162
2023,Jordan,JOR,0.162
2024,Jordan,JOR,0.162
2025,Jordan,JOR,0.162
2026,Jordan,JOR,0.162
2027,Jordan,JOR,0.162
2028,Jordan,JOR,0.162
2029,Jordan,JOR,0.162
2030,Jordan,JOR,0.162
2031,Jordan,JOR,0.162
2032,Jordan,JOR,0.162
2033,Jordan,JOR,0.162
2034,Jordan,JOR,0.162
2035,Jordan,JOR,0.162
2036,Jordan,JOR,0.162
2037,Jordan,JOR,0.162
2038,Jordan,JOR,0.162
2039,Jordan,JOR,0.162
2040,Jordan,JOR,0.162
2041,Jordan,JOR,0.162
2042,Jordan,JOR,0.162
2043,Jordan,JOR,0.162
2044,Jordan,JOR,0.162
2045,Jordan,JOR,0.162
2046,Jordan,JOR,0.162
2047,Jordan,JOR,0.162
2048,Jordan,JOR,0.162
2049,Jordan,JOR,0.162
2050,Jordan,JOR,0.162
2018,Kazakhstan,KAZ,9.259
2019,Kazakhstan,KAZ,9.259
2020,Kazakhstan,KAZ,9.259
2021,Kazakhstan,KAZ,9.259
2022,Kazakhstan,KAZ,9.259
2023,Kazakhstan,KAZ,9.259
2024,Kazakhstan,KAZ,9.259
2025,Kazakhstan,KAZ,9.259
2026,Kazakhstan,KAZ,9.259
2027,Kazakhstan,KAZ,9.259
2028,Kazakhstan,KAZ,9.259
2029,Kazakhstan,KAZ,9.259
2030,Kazakhstan,KAZ,9.259
2031,Kazakhstan,KAZ,9.259
