Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_diesel
2021,georgia,GEO,0.512766907888859
2022,georgia,GEO,0.512766907888859
2023,georgia,GEO,0.512766907888859
2024,georgia,GEO,0.512766907888859
2025,georgia,GEO,0.512766907888859
2026,georgia,GEO,0.512766907888859
2027,georgia,GEO,0.512766907888859
2028,georgia,GEO,0.512766907888859
2029,georgia,GEO,0.512766907888859
2030,georgia,GEO,0.512766907888859
2031,georgia,GEO,0.512766907888859
2032,georgia,GEO,0.512766907888859
2033,georgia,GEO,0.512766907888859
2034,georgia,GEO,0.512766907888859
2035,georgia,GEO,0.512766907888859
2036,georgia,GEO,0.512766907888859
2037,georgia,GEO,0.512766907888859
2038,georgia,GEO,0.512766907888859
2039,georgia,GEO,0.512766907888859
2040,georgia,GEO,0.512766907888859
2041,georgia,GEO,0.512766907888859
2042,georgia,GEO,0.512766907888859
2043,georgia,GEO,0.512766907888859
2044,georgia,GEO,0.512766907888859
2045,georgia,GEO,0.512766907888859
2046,georgia,GEO,0.512766907888859
2047,georgia,GEO,0.512766907888859
2048,georgia,GEO,0.512766907888859
2049,georgia,GEO,0.512766907888859
2050,georgia,GEO,0.512766907888859
2017,germany,DEU,0.25000952953583555
2018,germany,DEU,0.25000952953583555
2019,germany,DEU,0.25000952953583555
2020,germany,DEU,0.25000952953583555
2021,germany,DEU,0.25000952953583555
2022,germany,DEU,0.25000952953583555
2023,germany,DEU,0.25000952953583555
2024,germany,DEU,0.25000952953583555
2025,germany,DEU,0.25000952953583555
2026,germany,DEU,0.25000952953583555
2027,germany,DEU,0.25000952953583555
2028,germany,DEU,0.25000952953583555
2029,germany,DEU,0.25000952953583555
2030,germany,DEU,0.25000952953583555
2031,germany,DEU,0.25000952953583555
2032,germany,DEU,0.25000952953583555
2033,germany,DEU,0.25000952953583555
2034,germany,DEU,0.25000952953583555
2035,germany,DEU,0.25000952953583555
2036,germany,DEU,0.25000952953583555
2037,germany,DEU,0.25000952953583555
2038,germany,DEU,0.25000952953583555
2039,germany,DEU,0.25000952953583555
2040,germany,DEU,0.25000952953583555
2041,germany,DEU,0.25000952953583555
2042,germany,DEU,0.25000952953583555
2043,germany,DEU,0.25000952953583555
2044,germany,DEU,0.25000952953583555
2045,germany,DEU,0.25000952953583555
2046,germany,DEU,0.25000952953583555
2047,germany,DEU,0.25000952953583555
2048,germany,DEU,0.25000952953583555
2049,germany,DEU,0.25000952953583555
2050,germany,DEU,0.25000952953583555
2017,ghana,GHA,0.5107256836966605
2018,ghana,GHA,0.5107256836966605
2019,ghana,GHA,0.5107256836966605
2020,ghana,GHA,0.5107256836966605
2021,ghana,GHA,0.5107256836966605
2022,ghana,GHA,0.5107256836966605
2023,ghana,GHA,0.5107256836966605
2024,ghana,GHA,0.5107256836966605
2025,ghana,GHA,0.5107256836966605
2026,ghana,GHA,0.5107256836966605
2027,ghana,GHA,0.5107256836966605
2028,ghana,GHA,0.5107256836966605
2029,ghana,GHA,0.5107256836966605
2030,ghana,GHA,0.5107256836966605
2031,ghana,GHA,0.5107256836966605
2032,ghana,GHA,0.5107256836966605
2033,ghana,GHA,0.5107256836966605
2034,ghana,GHA,0.5107256836966605
2035,ghana,GHA,0.5107256836966605
2036,ghana,GHA,0.5107256836966605
2037,ghana,GHA,0.5107256836966605
2038,ghana,GHA,0.5107256836966605
2039,ghana,GHA,0.5107256836966605
2040,ghana,GHA,0.5107256836966605
2041,ghana,GHA,0.5107256836966605
2042,ghana,GHA,0.5107256836966605
2043,ghana,GHA,0.5107256836966605
2044,ghana,GHA,0.5107256836966605
2045,ghana,GHA,0.5107256836966605
2046,ghana,GHA,0.5107256836966605
2047,ghana,GHA,0.5107256836966605
2048,ghana,GHA,0.5107256836966605
2049,ghana,GHA,0.5107256836966605
2050,ghana,GHA,0.5107256836966605
2017,gibraltar,GIB,0.9602472340982983
2018,gibraltar,GIB,0.9602472340982983
2019,gibraltar,GIB,0.9602472340982983
2020,gibraltar,GIB,0.9602472340982983
2021,gibraltar,GIB,0.9602472340982983
2022,gibraltar,GIB,0.9602472340982983
2023,gibraltar,GIB,0.9602472340982983
2024,gibraltar,GIB,0.9602472340982983
2025,gibraltar,GIB,0.9602472340982983
2026,gibraltar,GIB,0.9602472340982983
2027,gibraltar,GIB,0.9602472340982983
2028,gibraltar,GIB,0.9602472340982983
2029,gibraltar,GIB,0.9602472340982983
2030,gibraltar,GIB,0.9602472340982983
2031,gibraltar,GIB,0.9602472340982983
2032,gibraltar,GIB,0.9602472340982983
2033,gibraltar,GIB,0.9602472340982983
2034,gibraltar,GIB,0.9602472340982983
2035,gibraltar,GIB,0.9602472340982983
2036,gibraltar,GIB,0.9602472340982983
2037,gibraltar,GIB,0.9602472340982983
2038,gibraltar,GIB,0.9602472340982983
2039,gibraltar,GIB,0.9602472340982983
2040,gibraltar,GIB,0.9602472340982983
2041,gibraltar,GIB,0.9602472340982983
2042,gibraltar,GIB,0.9602472340982983
2043,gibraltar,GIB,0.9602472340982983
2044,gibraltar,GIB,0.9602472340982983
2045,gibraltar,GIB,0.9602472340982983
2046,gibraltar,GIB,0.9602472340982983
2047,gibraltar,GIB,0.9602472340982983
2048,gibraltar,GIB,0.9602472340982983
2049,gibraltar,GIB,0.9602472340982983
2050,gibraltar,GIB,0.9602472340982983
2017,greece,GRC,0.1448805941206205
2018,greece,GRC,0.1448805941206205
2019,greece,GRC,0.1448805941206205
2020,greece,GRC,0.1448805941206205
2021,greece,GRC,0.1448805941206205
2022,greece,GRC,0.1448805941206205
2023,greece,GRC,0.1448805941206205
2024,greece,GRC,0.1448805941206205
2025,greece,GRC,0.1448805941206205
2026,greece,GRC,0.1448805941206205
2027,greece,GRC,0.1448805941206205
2028,greece,GRC,0.1448805941206205
2029,greece,GRC,0.1448805941206205
2030,greece,GRC,0.1448805941206205
2031,greece,GRC,0.1448805941206205
2032,greece,GRC,0.1448805941206205
2033,greece,GRC,0.1448805941206205
2034,greece,GRC,0.1448805941206205
2035,greece,GRC,0.1448805941206205
2036,greece,GRC,0.1448805941206205
2037,greece,GRC,0.1448805941206205
2038,greece,GRC,0.1448805941206205
2039,greece,GRC,0.1448805941206205
2040,greece,GRC,0.1448805941206205
2041,greece,GRC,0.1448805941206205
2042,greece,GRC,0.1448805941206205
2043,greece,GRC,0.1448805941206205
2044,greece,GRC,0.1448805941206205
2045,greece,GRC,0.1448805941206205
2046,greece,GRC,0.1448805941206205
2047,greece,GRC,0.1448805941206205
2048,greece,GRC,0.1448805941206205
2049,greece,GRC,0.1448805941206205
2050,greece,GRC,0.1448805941206205
2017,guatemala,GTM,0.5461634123727938
2018,guatemala,GTM,0.5461634123727938
2019,guatemala,GTM,0.5461634123727938
2020,guatemala,GTM,0.5461634123727938
2021,guatemala,GTM,0.5461634123727938
2022,guatemala,GTM,0.5461634123727938
2023,guatemala,GTM,0.5461634123727938
2024,guatemala,GTM,0.5461634123727938
2025,guatemala,GTM,0.5461634123727938
2026,guatemala,GTM,0.5461634123727938
2027,guatemala,GTM,0.5461634123727938
2028,guatemala,GTM,0.5461634123727938
2029,guatemala,GTM,0.5461634123727938
2030,guatemala,GTM,0.5461634123727938
2031,guatemala,GTM,0.5461634123727938
2032,guatemala,GTM,0.5461634123727938
2033,guatemala,GTM,0.5461634123727938
2034,guatemala,GTM,0.5461634123727938
2035,guatemala,GTM,0.5461634123727938
2036,guatemala,GTM,0.5461634123727938
2037,guatemala,GTM,0.5461634123727938
2038,guatemala,GTM,0.5461634123727938
2039,guatemala,GTM,0.5461634123727938
2040,guatemala,GTM,0.5461634123727938
2041,guatemala,GTM,0.5461634123727938
2042,guatemala,GTM,0.5461634123727938
2043,guatemala,GTM,0.5461634123727938
2044,guatemala,GTM,0.5461634123727938
2045,guatemala,GTM,0.5461634123727938
2046,guatemala,GTM,0.5461634123727938
2047,guatemala,GTM,0.5461634123727938
2048,guatemala,GTM,0.5461634123727938
2049,guatemala,GTM,0.5461634123727938
2050,guatemala,GTM,0.5461634123727938
2017,guyana,GUY,0.5206014440359685
2018,guyana,GUY,0.5206014440359685
2019,guyana,GUY,0.5206014440359685
2020,guyana,GUY,0.5206014440359685
2021,guyana,GUY,0.5206014440359685
2022,guyana,GUY,0.5206014440359685
2023,guyana,GUY,0.5206014440359685
2024,guyana,GUY,0.5206014440359685
2025,guyana,GUY,0.5206014440359685
2026,guyana,GUY,0.5206014440359685
2027,guyana,GUY,0.5206014440359685
2028,guyana,GUY,0.5206014440359685
2029,guyana,GUY,0.5206014440359685
2030,guyana,GUY,0.5206014440359685
2031,guyana,GUY,0.5206014440359685
2032,guyana,GUY,0.5206014440359685
2033,guyana,GUY,0.5206014440359685
2034,guyana,GUY,0.5206014440359685
2035,guyana,GUY,0.5206014440359685
2036,guyana,GUY,0.5206014440359685
2037,guyana,GUY,0.5206014440359685
2038,guyana,GUY,0.5206014440359685
2039,guyana,GUY,0.5206014440359685
2040,guyana,GUY,0.5206014440359685
2041,guyana,GUY,0.5206014440359685
2042,guyana,GUY,0.5206014440359685
2043,guyana,GUY,0.5206014440359685
2044,guyana,GUY,0.5206014440359685
2045,guyana,GUY,0.5206014440359685
2046,guyana,GUY,0.5206014440359685
2047,guyana,GUY,0.5206014440359685
2048,guyana,GUY,0.5206014440359685
2049,guyana,GUY,0.5206014440359685
2050,guyana,GUY,0.5206014440359685
2017,haiti,HTI,0.5664152812947265
2018,haiti,HTI,0.5664152812947265
2019,haiti,HTI,0.5664152812947265
2020,haiti,HTI,0.5664152812947265
2021,haiti,HTI,0.5664152812947265
2022,haiti,HTI,0.5664152812947265
2023,haiti,HTI,0.5664152812947265
2024,haiti,HTI,0.5664152812947265
2025,haiti,HTI,0.5664152812947265
2026,haiti,HTI,0.5664152812947265
2027,haiti,HTI,0.5664152812947265
2028,haiti,HTI,0.5664152812947265
2029,haiti,HTI,0.5664152812947265
2030,haiti,HTI,0.5664152812947265
2031,haiti,HTI,0.5664152812947265
2032,haiti,HTI,0.5664152812947265
2033,haiti,HTI,0.5664152812947265
2034,haiti,HTI,0.5664152812947265
2035,haiti,HTI,0.5664152812947265
2036,haiti,HTI,0.5664152812947265
2037,haiti,HTI,0.5664152812947265
2038,haiti,HTI,0.5664152812947265
2039,haiti,HTI,0.5664152812947265
2040,haiti,HTI,0.5664152812947265
2041,haiti,HTI,0.5664152812947265
2042,haiti,HTI,0.5664152812947265
2043,haiti,HTI,0.5664152812947265
2044,haiti,HTI,0.5664152812947265
2045,haiti,HTI,0.5664152812947265
2046,haiti,HTI,0.5664152812947265
2047,haiti,HTI,0.5664152812947265
2048,haiti,HTI,0.5664152812947265
2049,haiti,HTI,0.5664152812947265
2050,haiti,HTI,0.5664152812947265
2017,honduras,HND,0.5427306182762807
2018,honduras,HND,0.5427306182762807
2019,honduras,HND,0.5427306182762807
2020,honduras,HND,0.5427306182762807
2021,honduras,HND,0.5427306182762807
2022,honduras,HND,0.5427306182762807
2023,honduras,HND,0.5427306182762807
2024,honduras,HND,0.5427306182762807
2025,honduras,HND,0.5427306182762807
2026,honduras,HND,0.5427306182762807
2027,honduras,HND,0.5427306182762807
2028,honduras,HND,0.5427306182762807
2029,honduras,HND,0.5427306182762807
2030,honduras,HND,0.5427306182762807
2031,honduras,HND,0.5427306182762807
2032,honduras,HND,0.5427306182762807
2033,honduras,HND,0.5427306182762807
2034,honduras,HND,0.5427306182762807
2035,honduras,HND,0.5427306182762807
2036,honduras,HND,0.5427306182762807
2037,honduras,HND,0.5427306182762807
2038,honduras,HND,0.5427306182762807
2039,honduras,HND,0.5427306182762807
2040,honduras,HND,0.5427306182762807
2041,honduras,HND,0.5427306182762807
2042,honduras,HND,0.5427306182762807
2043,honduras,HND,0.5427306182762807
2044,honduras,HND,0.5427306182762807
2045,honduras,HND,0.5427306182762807
2046,honduras,HND,0.5427306182762807
2047,honduras,HND,0.5427306182762807
2048,honduras,HND,0.5427306182762807
2049,honduras,HND,0.5427306182762807
2050,honduras,HND,0.5427306182762807
2017,hungary,HUN,0.22951224308780263
2018,hungary,HUN,0.22951224308780263
2019,hungary,HUN,0.22951224308780263
2020,hungary,HUN,0.22951224308780263
2021,hungary,HUN,0.22951224308780263
2022,hungary,HUN,0.22951224308780263
2023,hungary,HUN,0.22951224308780263
2024,hungary,HUN,0.22951224308780263
2025,hungary,HUN,0.22951224308780263
2026,hungary,HUN,0.22951224308780263
2027,hungary,HUN,0.22951224308780263
2028,hungary,HUN,0.22951224308780263
2029,hungary,HUN,0.22951224308780263
2030,hungary,HUN,0.22951224308780263
2031,hungary,HUN,0.22951224308780263
2032,hungary,HUN,0.22951224308780263
2033,hungary,HUN,0.22951224308780263
2034,hungary,HUN,0.22951224308780263
2035,hungary,HUN,0.22951224308780263
2036,hungary,HUN,0.22951224308780263
2037,hungary,HUN,0.22951224308780263
2038,hungary,HUN,0.22951224308780263
2039,hungary,HUN,0.22951224308780263
2040,hungary,HUN,0.22951224308780263
2041,hungary,HUN,0.22951224308780263
2042,hungary,HUN,0.22951224308780263
2043,hungary,HUN,0.22951224308780263
2044,hungary,HUN,0.22951224308780263
2045,hungary,HUN,0.22951224308780263
2046,hungary,HUN,0.22951224308780263
2047,hungary,HUN,0.22951224308780263
2048,hungary,HUN,0.22951224308780263
2049,hungary,HUN,0.22951224308780263
2050,hungary,HUN,0.22951224308780263
2017,iceland,ISL,0.6017328495371156
2018,iceland,ISL,0.6017328495371156
2019,iceland,ISL,0.6017328495371156
2020,iceland,ISL,0.6017328495371156
2021,iceland,ISL,0.6017328495371156
2022,iceland,ISL,0.6017328495371156
2023,iceland,ISL,0.6017328495371156
2024,iceland,ISL,0.6017328495371156
2025,iceland,ISL,0.6017328495371156
2026,iceland,ISL,0.6017328495371156
2027,iceland,ISL,0.6017328495371156
2028,iceland,ISL,0.6017328495371156
2029,iceland,ISL,0.6017328495371156
2030,iceland,ISL,0.6017328495371156
2031,iceland,ISL,0.6017328495371156
2032,iceland,ISL,0.6017328495371156
2033,iceland,ISL,0.6017328495371156
2034,iceland,ISL,0.6017328495371156
2035,iceland,ISL,0.6017328495371156
2036,iceland,ISL,0.6017328495371156
2037,iceland,ISL,0.6017328495371156
2038,iceland,ISL,0.6017328495371156
2039,iceland,ISL,0.6017328495371156
2040,iceland,ISL,0.6017328495371156
2041,iceland,ISL,0.6017328495371156
2042,iceland,ISL,0.6017328495371156
2043,iceland,ISL,0.6017328495371156
2044,iceland,ISL,0.6017328495371156
2045,iceland,ISL,0.6017328495371156
2046,iceland,ISL,0.6017328495371156
2047,iceland,ISL,0.6017328495371156
2048,iceland,ISL,0.6017328495371156
2049,iceland,ISL,0.6017328495371156
2050,iceland,ISL,0.6017328495371156
2017,india,IND,0.10685479112195737
2018,india,IND,0.10685479112195737
2019,india,IND,0.10685479112195737
2020,india,IND,0.10685479112195737
2021,india,IND,0.10685479112195737
2022,india,IND,0.10685479112195737
2023,india,IND,0.10685479112195737
2024,india,IND,0.10685479112195737
2025,india,IND,0.10685479112195737
2026,india,IND,0.10685479112195737
2027,india,IND,0.10685479112195737
2028,india,IND,0.10685479112195737
2029,india,IND,0.10685479112195737
2030,india,IND,0.10685479112195737
2031,india,IND,0.10685479112195737
2032,india,IND,0.10685479112195737
2033,india,IND,0.10685479112195737
2034,india,IND,0.10685479112195737
2035,india,IND,0.10685479112195737
2036,india,IND,0.10685479112195737
2037,india,IND,0.10685479112195737
2038,india,IND,0.10685479112195737
2039,india,IND,0.10685479112195737
2040,india,IND,0.10685479112195737
2041,india,IND,0.10685479112195737
2042,india,IND,0.10685479112195737
2043,india,IND,0.10685479112195737
2044,india,IND,0.10685479112195737
2045,india,IND,0.10685479112195737
2046,india,IND,0.10685479112195737
2047,india,IND,0.10685479112195737
2048,india,IND,0.10685479112195737
2049,india,IND,0.10685479112195737
2050,india,IND,0.10685479112195737
2017,indonesia,IDN,0.2753530310736307
2018,indonesia,IDN,0.2753530310736307
2019,indonesia,IDN,0.2753530310736307
2020,indonesia,IDN,0.2753530310736307
2021,indonesia,IDN,0.2753530310736307
2022,indonesia,IDN,0.2753530310736307
2023,indonesia,IDN,0.2753530310736307
2024,indonesia,IDN,0.2753530310736307
2025,indonesia,IDN,0.2753530310736307
2026,indonesia,IDN,0.2753530310736307
2027,indonesia,IDN,0.2753530310736307
2028,indonesia,IDN,0.2753530310736307
2029,indonesia,IDN,0.2753530310736307
2030,indonesia,IDN,0.2753530310736307
2031,indonesia,IDN,0.2753530310736307
2032,indonesia,IDN,0.2753530310736307
2033,indonesia,IDN,0.2753530310736307
2034,indonesia,IDN,0.2753530310736307
2035,indonesia,IDN,0.2753530310736307
2036,indonesia,IDN,0.2753530310736307
2037,indonesia,IDN,0.2753530310736307
2038,indonesia,IDN,0.2753530310736307
2039,indonesia,IDN,0.2753530310736307
2040,indonesia,IDN,0.2753530310736307
2041,indonesia,IDN,0.2753530310736307
2042,indonesia,IDN,0.2753530310736307
2043,indonesia,IDN,0.2753530310736307
2044,indonesia,IDN,0.2753530310736307
2045,indonesia,IDN,0.2753530310736307
2046,indonesia,IDN,0.2753530310736307
2047,indonesia,IDN,0.2753530310736307
2048,indonesia,IDN,0.2753530310736307
2049,indonesia,IDN,0.2753530310736307
2050,indonesia,IDN,0.2753530310736307
2017,iraq,IRQ,0.5027920804538638
2018,iraq,IRQ,0.5027920804538638
2019,iraq,IRQ,0.5027920804538638
2020,iraq,IRQ,0.5027920804538638
2021,iraq,IRQ,0.5027920804538638
2022,iraq,IRQ,0.5027920804538638
2023,iraq,IRQ,0.5027920804538638
2024,iraq,IRQ,0.5027920804538638
2025,iraq,IRQ,0.5027920804538638
2026,iraq,IRQ,0.5027920804538638
2027,iraq,IRQ,0.5027920804538638
2028,iraq,IRQ,0.5027920804538638
2029,iraq,IRQ,0.5027920804538638
2030,iraq,IRQ,0.5027920804538638
2031,iraq,IRQ,0.5027920804538638
2032,iraq,IRQ,0.5027920804538638
2033,iraq,IRQ,0.5027920804538638
2034,iraq,IRQ,0.5027920804538638
2035,iraq,IRQ,0.5027920804538638
2036,iraq,IRQ,0.5027920804538638
2037,iraq,IRQ,0.5027920804538638
2038,iraq,IRQ,0.5027920804538638
2039,iraq,IRQ,0.5027920804538638
2040,iraq,IRQ,0.5027920804538638
2041,iraq,IRQ,0.5027920804538638
2042,iraq,IRQ,0.5027920804538638
2043,iraq,IRQ,0.5027920804538638
2044,iraq,IRQ,0.5027920804538638
2045,iraq,IRQ,0.5027920804538638
2046,iraq,IRQ,0.5027920804538638
2047,iraq,IRQ,0.5027920804538638
2048,iraq,IRQ,0.5027920804538638
2049,iraq,IRQ,0.5027920804538638
2050,iraq,IRQ,0.5027920804538638
2017,ireland,IRL,0.42114172545924594
2018,ireland,IRL,0.42114172545924594
2019,ireland,IRL,0.42114172545924594
2020,ireland,IRL,0.42114172545924594
2021,ireland,IRL,0.42114172545924594
2022,ireland,IRL,0.42114172545924594
2023,ireland,IRL,0.42114172545924594
2024,ireland,IRL,0.42114172545924594
2025,ireland,IRL,0.42114172545924594
2026,ireland,IRL,0.42114172545924594
2027,ireland,IRL,0.42114172545924594
2028,ireland,IRL,0.42114172545924594
2029,ireland,IRL,0.42114172545924594
2030,ireland,IRL,0.42114172545924594
2031,ireland,IRL,0.42114172545924594
2032,ireland,IRL,0.42114172545924594
2033,ireland,IRL,0.42114172545924594
2034,ireland,IRL,0.42114172545924594
2035,ireland,IRL,0.42114172545924594
2036,ireland,IRL,0.42114172545924594
2037,ireland,IRL,0.42114172545924594
2038,ireland,IRL,0.42114172545924594
2039,ireland,IRL,0.42114172545924594
2040,ireland,IRL,0.42114172545924594
2041,ireland,IRL,0.42114172545924594
2042,ireland,IRL,0.42114172545924594
2043,ireland,IRL,0.42114172545924594
2044,ireland,IRL,0.42114172545924594
2045,ireland,IRL,0.42114172545924594
2046,ireland,IRL,0.42114172545924594
2047,ireland,IRL,0.42114172545924594
2048,ireland,IRL,0.42114172545924594
2049,ireland,IRL,0.42114172545924594
2050,ireland,IRL,0.42114172545924594
2017,israel,ISR,0.10366119212343881
2018,israel,ISR,0.10366119212343881
2019,israel,ISR,0.10366119212343881
2020,israel,ISR,0.10366119212343881
2021,israel,ISR,0.10366119212343881
2022,israel,ISR,0.10366119212343881
2023,israel,ISR,0.10366119212343881
2024,israel,ISR,0.10366119212343881
2025,israel,ISR,0.10366119212343881
2026,israel,ISR,0.10366119212343881
2027,israel,ISR,0.10366119212343881
2028,israel,ISR,0.10366119212343881
2029,israel,ISR,0.10366119212343881
2030,israel,ISR,0.10366119212343881
2031,israel,ISR,0.10366119212343881
2032,israel,ISR,0.10366119212343881
2033,israel,ISR,0.10366119212343881
2034,israel,ISR,0.10366119212343881
2035,israel,ISR,0.10366119212343881
2036,israel,ISR,0.10366119212343881
2037,israel,ISR,0.10366119212343881
2038,israel,ISR,0.10366119212343881
2039,israel,ISR,0.10366119212343881
2040,israel,ISR,0.10366119212343881
2041,israel,ISR,0.10366119212343881
2042,israel,ISR,0.10366119212343881
2043,israel,ISR,0.10366119212343881
2044,israel,ISR,0.10366119212343881
2045,israel,ISR,0.10366119212343881
2046,israel,ISR,0.10366119212343881
2047,israel,ISR,0.10366119212343881
2048,israel,ISR,0.10366119212343881
2049,israel,ISR,0.10366119212343881
2050,israel,ISR,0.10366119212343881
2017,italy,ITA,0.13835659964507369
2018,italy,ITA,0.13835659964507369
2019,italy,ITA,0.13835659964507369
2020,italy,ITA,0.13835659964507369
2021,italy,ITA,0.13835659964507369
2022,italy,ITA,0.13835659964507369
2023,italy,ITA,0.13835659964507369
2024,italy,ITA,0.13835659964507369
2025,italy,ITA,0.13835659964507369
2026,italy,ITA,0.13835659964507369
2027,italy,ITA,0.13835659964507369
2028,italy,ITA,0.13835659964507369
2029,italy,ITA,0.13835659964507369
2030,italy,ITA,0.13835659964507369
2031,italy,ITA,0.13835659964507369
2032,italy,ITA,0.13835659964507369
2033,italy,ITA,0.13835659964507369
2034,italy,ITA,0.13835659964507369
2035,italy,ITA,0.13835659964507369
2036,italy,ITA,0.13835659964507369
2037,italy,ITA,0.13835659964507369
2038,italy,ITA,0.13835659964507369
2039,italy,ITA,0.13835659964507369
2040,italy,ITA,0.13835659964507369
2041,italy,ITA,0.13835659964507369
2042,italy,ITA,0.13835659964507369
2043,italy,ITA,0.13835659964507369
2044,italy,ITA,0.13835659964507369
2045,italy,ITA,0.13835659964507369
2046,italy,ITA,0.13835659964507369
2047,italy,ITA,0.13835659964507369
2048,italy,ITA,0.13835659964507369
2049,italy,ITA,0.13835659964507369
2050,italy,ITA,0.13835659964507369
2017,jamaica,JAM,0.5174609931400317
2018,jamaica,JAM,0.5174609931400317
2019,jamaica,JAM,0.5174609931400317
2020,jamaica,JAM,0.5174609931400317
2021,jamaica,JAM,0.5174609931400317
2022,jamaica,JAM,0.5174609931400317
2023,jamaica,JAM,0.5174609931400317
2024,jamaica,JAM,0.5174609931400317
2025,jamaica,JAM,0.5174609931400317
2026,jamaica,JAM,0.5174609931400317
2027,jamaica,JAM,0.5174609931400317
2028,jamaica,JAM,0.5174609931400317
2029,jamaica,JAM,0.5174609931400317
2030,jamaica,JAM,0.5174609931400317
2031,jamaica,JAM,0.5174609931400317
2032,jamaica,JAM,0.5174609931400317
2033,jamaica,JAM,0.5174609931400317
2034,jamaica,JAM,0.5174609931400317
2035,jamaica,JAM,0.5174609931400317
2036,jamaica,JAM,0.5174609931400317
2037,jamaica,JAM,0.5174609931400317
2038,jamaica,JAM,0.5174609931400317
2039,jamaica,JAM,0.5174609931400317
2040,jamaica,JAM,0.5174609931400317
2041,jamaica,JAM,0.5174609931400317
2042,jamaica,JAM,0.5174609931400317
2043,jamaica,JAM,0.5174609931400317
2044,jamaica,JAM,0.5174609931400317
2045,jamaica,JAM,0.5174609931400317
2046,jamaica,JAM,0.5174609931400317
2047,jamaica,JAM,0.5174609931400317
2048,jamaica,JAM,0.5174609931400317
2049,jamaica,JAM,0.5174609931400317
2050,jamaica,JAM,0.5174609931400317
2017,japan,JPN,0.20562867698566878
2018,japan,JPN,0.20562867698566878
2019,japan,JPN,0.20562867698566878
2020,japan,JPN,0.20562867698566878
2021,japan,JPN,0.20562867698566878
2022,japan,JPN,0.20562867698566878
2023,japan,JPN,0.20562867698566878
2024,japan,JPN,0.20562867698566878
2025,japan,JPN,0.20562867698566878
2026,japan,JPN,0.20562867698566878
2027,japan,JPN,0.20562867698566878
2028,japan,JPN,0.20562867698566878
2029,japan,JPN,0.20562867698566878
2030,japan,JPN,0.20562867698566878
2031,japan,JPN,0.20562867698566878
2032,japan,JPN,0.20562867698566878
2033,japan,JPN,0.20562867698566878
2034,japan,JPN,0.20562867698566878
2035,japan,JPN,0.20562867698566878
2036,japan,JPN,0.20562867698566878
2037,japan,JPN,0.20562867698566878
2038,japan,JPN,0.20562867698566878
2039,japan,JPN,0.20562867698566878
2040,japan,JPN,0.20562867698566878
2041,japan,JPN,0.20562867698566878
2042,japan,JPN,0.20562867698566878
2043,japan,JPN,0.20562867698566878
2044,japan,JPN,0.20562867698566878
2045,japan,JPN,0.20562867698566878
2046,japan,JPN,0.20562867698566878
2047,japan,JPN,0.20562867698566878
2048,japan,JPN,0.20562867698566878
2049,japan,JPN,0.20562867698566878
2050,japan,JPN,0.20562867698566878
2017,jordan,JOR,0.45723578228385575
2018,jordan,JOR,0.45723578228385575
2019,jordan,JOR,0.45723578228385575
2020,jordan,JOR,0.45723578228385575
2021,jordan,JOR,0.45723578228385575
2022,jordan,JOR,0.45723578228385575
2023,jordan,JOR,0.45723578228385575
2024,jordan,JOR,0.45723578228385575
2025,jordan,JOR,0.45723578228385575
2026,jordan,JOR,0.45723578228385575
2027,jordan,JOR,0.45723578228385575
2028,jordan,JOR,0.45723578228385575
2029,jordan,JOR,0.45723578228385575
2030,jordan,JOR,0.45723578228385575
2031,jordan,JOR,0.45723578228385575
2032,jordan,JOR,0.45723578228385575
2033,jordan,JOR,0.45723578228385575
2034,jordan,JOR,0.45723578228385575
2035,jordan,JOR,0.45723578228385575
2036,jordan,JOR,0.45723578228385575
2037,jordan,JOR,0.45723578228385575
2038,jordan,JOR,0.45723578228385575
2039,jordan,JOR,0.45723578228385575
2040,jordan,JOR,0.45723578228385575
2041,jordan,JOR,0.45723578228385575
2042,jordan,JOR,0.45723578228385575
2043,jordan,JOR,0.45723578228385575
2044,jordan,JOR,0.45723578228385575
2045,jordan,JOR,0.45723578228385575
2046,jordan,JOR,0.45723578228385575
2047,jordan,JOR,0.45723578228385575
2048,jordan,JOR,0.45723578228385575
2049,jordan,JOR,0.45723578228385575
2050,jordan,JOR,0.45723578228385575
2017,kazakhstan,KAZ,0.10069555119687974
2018,kazakhstan,KAZ,0.10069555119687974
2019,kazakhstan,KAZ,0.10069555119687974
2020,kazakhstan,KAZ,0.10069555119687974
2021,kazakhstan,KAZ,0.10069555119687974
2022,kazakhstan,KAZ,0.10069555119687974
2023,kazakhstan,KAZ,0.10069555119687974
2024,kazakhstan,KAZ,0.10069555119687974
2025,kazakhstan,KAZ,0.10069555119687974
2026,kazakhstan,KAZ,0.10069555119687974
2027,kazakhstan,KAZ,0.10069555119687974
2028,kazakhstan,KAZ,0.10069555119687974
2029,kazakhstan,KAZ,0.10069555119687974
2030,kazakhstan,KAZ,0.10069555119687974
2031,kazakhstan,KAZ,0.10069555119687974
2032,kazakhstan,KAZ,0.10069555119687974
2033,kazakhstan,KAZ,0.10069555119687974
2034,kazakhstan,KAZ,0.10069555119687974
2035,kazakhstan,KAZ,0.10069555119687974
2036,kazakhstan,KAZ,0.10069555119687974
2037,kazakhstan,KAZ,0.10069555119687974
2038,kazakhstan,KAZ,0.10069555119687974
2039,kazakhstan,KAZ,0.10069555119687974
