,Nation,iso_code3,Year,consumpinit_scoe_tj_per_mmmgdp_commercial_municipal_heat_energy
3652,Lesotho,LSO,2023,0.0
3653,Lesotho,LSO,2024,0.0
3654,Lesotho,LSO,2025,0.0
3655,Lesotho,LSO,2026,0.0
3656,Lesotho,LSO,2027,0.0
3657,Lesotho,LSO,2028,0.0
3658,Lesotho,LSO,2029,0.0
3659,Lesotho,LSO,2030,0.0
3660,Lesotho,LSO,2031,0.0
3661,Lesotho,LSO,2032,0.0
3662,Lesotho,LSO,2033,0.0
3663,Lesotho,LSO,2034,0.0
3664,Lesotho,LSO,2035,0.0
3665,Lesotho,LSO,2036,0.0
3666,Lesotho,LSO,2037,0.0
3667,Lesotho,LSO,2038,0.0
3668,Lesotho,LSO,2039,0.0
3669,Lesotho,LSO,2040,0.0
3670,Lesotho,LSO,2041,0.0
3671,Lesotho,LSO,2042,0.0
3672,Lesotho,LSO,2043,0.0
3673,Lesotho,LSO,2044,0.0
3674,Lesotho,LSO,2045,0.0
3675,Lesotho,LSO,2046,0.0
3676,Lesotho,LSO,2047,0.0
3677,Lesotho,LSO,2048,0.0
3678,Lesotho,LSO,2049,0.0
3679,Lesotho,LSO,2050,0.0
3689,Liberia,LBR,2020,0.0
3690,Liberia,LBR,2021,0.0
3691,Liberia,LBR,2022,0.0
3692,Liberia,LBR,2023,0.0
3693,Liberia,LBR,2024,0.0
3694,Liberia,LBR,2025,0.0
3695,Liberia,LBR,2026,0.0
3696,Liberia,LBR,2027,0.0
3697,Liberia,LBR,2028,0.0
3698,Liberia,LBR,2029,0.0
3699,Liberia,LBR,2030,0.0
3700,Liberia,LBR,2031,0.0
3701,Liberia,LBR,2032,0.0
3702,Liberia,LBR,2033,0.0
3703,Liberia,LBR,2034,0.0
3704,Liberia,LBR,2035,0.0
3705,Liberia,LBR,2036,0.0
3706,Liberia,LBR,2037,0.0
3707,Liberia,LBR,2038,0.0
3708,Liberia,LBR,2039,0.0
3709,Liberia,LBR,2040,0.0
3710,Liberia,LBR,2041,0.0
3711,Liberia,LBR,2042,0.0
3712,Liberia,LBR,2043,0.0
3713,Liberia,LBR,2044,0.0
3714,Liberia,LBR,2045,0.0
3715,Liberia,LBR,2046,0.0
3716,Liberia,LBR,2047,0.0
3717,Liberia,LBR,2048,0.0
3718,Liberia,LBR,2049,0.0
3719,Liberia,LBR,2050,0.0
3729,Libya,LBY,2020,0.0
3730,Libya,LBY,2021,4.338408366603067
3731,Libya,LBY,2022,18.755118997800352
3732,Libya,LBY,2023,30.600755439523954
3733,Libya,LBY,2024,40.478408814244695
3734,Libya,LBY,2025,48.820532526061136
3735,Libya,LBY,2026,54.033470891864134
3736,Libya,LBY,2027,58.68865263007426
3737,Libya,LBY,2028,62.865230775558594
3738,Libya,LBY,2029,66.62861007203215
3739,Libya,LBY,2030,70.03323873924347
3740,Libya,LBY,2031,73.21662375306958
3741,Libya,LBY,2032,76.11045153857161
3742,Libya,LBY,2033,78.74986568988093
3743,Libya,LBY,2034,81.16476343269865
3744,Libya,LBY,2035,83.38071530847903
3745,Libya,LBY,2036,85.41432301896064
3746,Libya,LBY,2037,87.2888498371841
3747,Libya,LBY,2038,89.02091272829011
3748,Libya,LBY,2039,90.62498881584834
3749,Libya,LBY,2040,92.11373986392955
3750,Libya,LBY,2041,93.35843329157922
3751,Libya,LBY,2042,94.52212281156915
3752,Libya,LBY,2043,95.61175125695948
3753,Libya,LBY,2044,96.63353036165967
3754,Libya,LBY,2045,97.5930314346727
3755,Libya,LBY,2046,98.45546820413128
3756,Libya,LBY,2047,99.2694656084064
3757,Libya,LBY,2048,100.0385757368258
3758,Libya,LBY,2049,100.76603121587998
3759,Libya,LBY,2050,101.45477906671205
3769,Lithuania,LTU,2020,0.0
3770,Lithuania,LTU,2021,0.0
3771,Lithuania,LTU,2022,0.0
3772,Lithuania,LTU,2023,0.0
3773,Lithuania,LTU,2024,0.0
3774,Lithuania,LTU,2025,0.0
3775,Lithuania,LTU,2026,0.0
3776,Lithuania,LTU,2027,0.0
3777,Lithuania,LTU,2028,0.0
3778,Lithuania,LTU,2029,0.0
3779,Lithuania,LTU,2030,0.0
3780,Lithuania,LTU,2031,0.0
3781,Lithuania,LTU,2032,0.0
3782,Lithuania,LTU,2033,0.0
3783,Lithuania,LTU,2034,0.0
3784,Lithuania,LTU,2035,0.0
3785,Lithuania,LTU,2036,0.0
3786,Lithuania,LTU,2037,0.0
3787,Lithuania,LTU,2038,0.0
3788,Lithuania,LTU,2039,0.0
3789,Lithuania,LTU,2040,0.0
3790,Lithuania,LTU,2041,0.0
3791,Lithuania,LTU,2042,0.0
3792,Lithuania,LTU,2043,0.0
3793,Lithuania,LTU,2044,0.0
3794,Lithuania,LTU,2045,0.0
3795,Lithuania,LTU,2046,0.0
3796,Lithuania,LTU,2047,0.0
3797,Lithuania,LTU,2048,0.0
3798,Lithuania,LTU,2049,0.0
3799,Lithuania,LTU,2050,0.0
3809,Luxembourg,LUX,2020,0.0
3810,Luxembourg,LUX,2021,0.0
3811,Luxembourg,LUX,2022,0.0
3812,Luxembourg,LUX,2023,0.0
3813,Luxembourg,LUX,2024,0.0
3814,Luxembourg,LUX,2025,0.0
3815,Luxembourg,LUX,2026,0.0
3816,Luxembourg,LUX,2027,0.0
3817,Luxembourg,LUX,2028,0.0
3818,Luxembourg,LUX,2029,0.0
3819,Luxembourg,LUX,2030,0.0
3820,Luxembourg,LUX,2031,0.0
3821,Luxembourg,LUX,2032,0.0
3822,Luxembourg,LUX,2033,0.0
3823,Luxembourg,LUX,2034,0.0
3824,Luxembourg,LUX,2035,0.0
3825,Luxembourg,LUX,2036,0.0
3826,Luxembourg,LUX,2037,0.0
3827,Luxembourg,LUX,2038,0.0
3828,Luxembourg,LUX,2039,0.0
3829,Luxembourg,LUX,2040,0.0
3830,Luxembourg,LUX,2041,0.0
3831,Luxembourg,LUX,2042,0.0
3832,Luxembourg,LUX,2043,0.0
3833,Luxembourg,LUX,2044,0.0
3834,Luxembourg,LUX,2045,0.0
3835,Luxembourg,LUX,2046,0.0
3836,Luxembourg,LUX,2047,0.0
3837,Luxembourg,LUX,2048,0.0
3838,Luxembourg,LUX,2049,0.0
3839,Luxembourg,LUX,2050,0.0
3849,"Macao SAR, China",MAC,2020,0.0
3850,"Macao SAR, China",MAC,2021,0.0
3851,"Macao SAR, China",MAC,2022,0.0
3852,"Macao SAR, China",MAC,2023,0.0
3853,"Macao SAR, China",MAC,2024,0.0
3854,"Macao SAR, China",MAC,2025,0.0
3855,"Macao SAR, China",MAC,2026,0.0
3856,"Macao SAR, China",MAC,2027,0.0
3857,"Macao SAR, China",MAC,2028,0.0
3858,"Macao SAR, China",MAC,2029,0.0
3859,"Macao SAR, China",MAC,2030,0.0
3860,"Macao SAR, China",MAC,2031,0.0
3861,"Macao SAR, China",MAC,2032,0.0
3862,"Macao SAR, China",MAC,2033,0.0
3863,"Macao SAR, China",MAC,2034,0.0
3864,"Macao SAR, China",MAC,2035,0.0
3865,"Macao SAR, China",MAC,2036,0.0
3866,"Macao SAR, China",MAC,2037,0.0
3867,"Macao SAR, China",MAC,2038,0.0
3868,"Macao SAR, China",MAC,2039,0.0
3869,"Macao SAR, China",MAC,2040,0.0
3870,"Macao SAR, China",MAC,2041,0.0
3871,"Macao SAR, China",MAC,2042,0.0
3872,"Macao SAR, China",MAC,2043,0.0
3873,"Macao SAR, China",MAC,2044,0.0
3874,"Macao SAR, China",MAC,2045,0.0
3875,"Macao SAR, China",MAC,2046,0.0
3876,"Macao SAR, China",MAC,2047,0.0
3877,"Macao SAR, China",MAC,2048,0.0
3878,"Macao SAR, China",MAC,2049,0.0
3879,"Macao SAR, China",MAC,2050,0.0
3889,Madagascar,MDG,2020,0.0
3890,Madagascar,MDG,2021,0.0
3891,Madagascar,MDG,2022,0.0
3892,Madagascar,MDG,2023,0.0
3893,Madagascar,MDG,2024,0.0
3894,Madagascar,MDG,2025,0.0
3895,Madagascar,MDG,2026,0.0
3896,Madagascar,MDG,2027,0.0
3897,Madagascar,MDG,2028,0.0
3898,Madagascar,MDG,2029,0.0
3899,Madagascar,MDG,2030,0.0
3900,Madagascar,MDG,2031,0.0
3901,Madagascar,MDG,2032,0.0
3902,Madagascar,MDG,2033,0.0
3903,Madagascar,MDG,2034,0.0
3904,Madagascar,MDG,2035,0.0
3905,Madagascar,MDG,2036,0.0
3906,Madagascar,MDG,2037,0.0
3907,Madagascar,MDG,2038,0.0
3908,Madagascar,MDG,2039,0.0
3909,Madagascar,MDG,2040,0.0
3910,Madagascar,MDG,2041,0.0
3911,Madagascar,MDG,2042,0.0
3912,Madagascar,MDG,2043,0.0
3913,Madagascar,MDG,2044,0.0
3914,Madagascar,MDG,2045,0.0
3915,Madagascar,MDG,2046,0.0
3916,Madagascar,MDG,2047,0.0
3917,Madagascar,MDG,2048,0.0
3918,Madagascar,MDG,2049,0.0
3919,Madagascar,MDG,2050,0.0
3929,Malawi,MWI,2020,0.0
3930,Malawi,MWI,2021,0.0
3931,Malawi,MWI,2022,0.0
3932,Malawi,MWI,2023,0.0
3933,Malawi,MWI,2024,0.0
3934,Malawi,MWI,2025,0.0
3935,Malawi,MWI,2026,0.0
3936,Malawi,MWI,2027,0.0
3937,Malawi,MWI,2028,0.0
3938,Malawi,MWI,2029,0.0
3939,Malawi,MWI,2030,0.0
3940,Malawi,MWI,2031,0.0
3941,Malawi,MWI,2032,0.0
3942,Malawi,MWI,2033,0.0
3943,Malawi,MWI,2034,0.0
3944,Malawi,MWI,2035,0.0
3945,Malawi,MWI,2036,0.0
3946,Malawi,MWI,2037,0.0
3947,Malawi,MWI,2038,0.0
3948,Malawi,MWI,2039,0.0
3949,Malawi,MWI,2040,0.0
3950,Malawi,MWI,2041,0.0
3951,Malawi,MWI,2042,0.0
3952,Malawi,MWI,2043,0.0
3953,Malawi,MWI,2044,0.0
3954,Malawi,MWI,2045,0.0
3955,Malawi,MWI,2046,0.0
3956,Malawi,MWI,2047,0.0
3957,Malawi,MWI,2048,0.0
3958,Malawi,MWI,2049,0.0
3959,Malawi,MWI,2050,0.0
3969,Malaysia,MYS,2020,78.98511096917754
3970,Malaysia,MYS,2021,80.27852561126652
3971,Malaysia,MYS,2022,82.54062007050135
3972,Malaysia,MYS,2023,84.49543896425268
3973,Malaysia,MYS,2024,86.19349817292107
3974,Malaysia,MYS,2025,87.67551776677497
3975,Malaysia,MYS,2026,89.14210436524075
3976,Malaysia,MYS,2027,90.41905405524079
3977,Malaysia,MYS,2028,91.53557679506476
3978,Malaysia,MYS,2029,92.51559393462391
3979,Malaysia,MYS,2030,93.37883569761902
3980,Malaysia,MYS,2031,94.33004643529695
3981,Malaysia,MYS,2032,95.16881886875724
3982,Malaysia,MYS,2033,95.911138893659
3983,Malaysia,MYS,2034,96.57030931465579
3984,Malaysia,MYS,2035,97.15746748271188
3985,Malaysia,MYS,2036,97.84177438939628
3986,Malaysia,MYS,2037,98.4550328962493
3987,Malaysia,MYS,2038,99.00641231565218
3988,Malaysia,MYS,2039,99.5036677344309
3989,Malaysia,MYS,2040,99.95339237449596
3990,Malaysia,MYS,2041,100.42375187259475
3991,Malaysia,MYS,2042,100.8509885733129
3992,Malaysia,MYS,2043,101.24007000101611
3993,Malaysia,MYS,2044,101.59527591506343
3994,Malaysia,MYS,2045,101.92030892994465
3995,Malaysia,MYS,2046,102.27160427547105
3996,Malaysia,MYS,2047,102.59472453075605
3997,Malaysia,MYS,2048,102.89257172482615
3998,Malaysia,MYS,2049,103.1676851780058
3999,Malaysia,MYS,2050,103.42229446682794
4009,Maldives,MDV,2020,0.0
4010,Maldives,MDV,2021,0.0
4011,Maldives,MDV,2022,0.0
4012,Maldives,MDV,2023,0.0
4013,Maldives,MDV,2024,0.0
4014,Maldives,MDV,2025,0.0
4015,Maldives,MDV,2026,0.0
4016,Maldives,MDV,2027,0.0
4017,Maldives,MDV,2028,0.0
4018,Maldives,MDV,2029,0.0
4019,Maldives,MDV,2030,0.0
4020,Maldives,MDV,2031,0.0
4021,Maldives,MDV,2032,0.0
4022,Maldives,MDV,2033,0.0
4023,Maldives,MDV,2034,0.0
4024,Maldives,MDV,2035,0.0
4025,Maldives,MDV,2036,0.0
4026,Maldives,MDV,2037,0.0
4027,Maldives,MDV,2038,0.0
4028,Maldives,MDV,2039,0.0
4029,Maldives,MDV,2040,0.0
4030,Maldives,MDV,2041,0.0
4031,Maldives,MDV,2042,0.0
4032,Maldives,MDV,2043,0.0
4033,Maldives,MDV,2044,0.0
4034,Maldives,MDV,2045,0.0
4035,Maldives,MDV,2046,0.0
4036,Maldives,MDV,2047,0.0
4037,Maldives,MDV,2048,0.0
4038,Maldives,MDV,2049,0.0
4039,Maldives,MDV,2050,0.0
4049,Mali,MLI,2020,0.0
4050,Mali,MLI,2021,0.0
4051,Mali,MLI,2022,0.0
4052,Mali,MLI,2023,0.0
4053,Mali,MLI,2024,0.0
4054,Mali,MLI,2025,0.0
4055,Mali,MLI,2026,0.0
4056,Mali,MLI,2027,0.0
4057,Mali,MLI,2028,0.0
4058,Mali,MLI,2029,0.0
4059,Mali,MLI,2030,0.0
4060,Mali,MLI,2031,0.0
4061,Mali,MLI,2032,0.0
4062,Mali,MLI,2033,0.0
4063,Mali,MLI,2034,0.0
4064,Mali,MLI,2035,0.0
4065,Mali,MLI,2036,0.0
4066,Mali,MLI,2037,0.0
4067,Mali,MLI,2038,0.0
4068,Mali,MLI,2039,0.0
4069,Mali,MLI,2040,0.0
4070,Mali,MLI,2041,0.0
4071,Mali,MLI,2042,0.0
4072,Mali,MLI,2043,0.0
4073,Mali,MLI,2044,0.0
4074,Mali,MLI,2045,0.0
4075,Mali,MLI,2046,0.0
4076,Mali,MLI,2047,0.0
4077,Mali,MLI,2048,0.0
4078,Mali,MLI,2049,0.0
4079,Mali,MLI,2050,0.0
4089,Malta,MLT,2020,0.0
4090,Malta,MLT,2021,0.0
4091,Malta,MLT,2022,0.0
4092,Malta,MLT,2023,0.0
4093,Malta,MLT,2024,0.0
4094,Malta,MLT,2025,0.0
4095,Malta,MLT,2026,0.0
4096,Malta,MLT,2027,0.0
4097,Malta,MLT,2028,0.0
4098,Malta,MLT,2029,0.0
4099,Malta,MLT,2030,0.0
4100,Malta,MLT,2031,0.0
4101,Malta,MLT,2032,0.0
4102,Malta,MLT,2033,0.0
4103,Malta,MLT,2034,0.0
4104,Malta,MLT,2035,0.0
4105,Malta,MLT,2036,0.0
4106,Malta,MLT,2037,0.0
4107,Malta,MLT,2038,0.0
4108,Malta,MLT,2039,0.0
4109,Malta,MLT,2040,0.0
4110,Malta,MLT,2041,0.0
4111,Malta,MLT,2042,0.0
4112,Malta,MLT,2043,0.0
4113,Malta,MLT,2044,0.0
4114,Malta,MLT,2045,0.0
4115,Malta,MLT,2046,0.0
4116,Malta,MLT,2047,0.0
4117,Malta,MLT,2048,0.0
4118,Malta,MLT,2049,0.0
4119,Malta,MLT,2050,0.0
4129,Mauritania,MRT,2020,0.0
4130,Mauritania,MRT,2021,0.0
4131,Mauritania,MRT,2022,0.0
4132,Mauritania,MRT,2023,0.0
4133,Mauritania,MRT,2024,0.0
4134,Mauritania,MRT,2025,0.0
4135,Mauritania,MRT,2026,0.0
4136,Mauritania,MRT,2027,0.0
4137,Mauritania,MRT,2028,0.0
4138,Mauritania,MRT,2029,0.0
4139,Mauritania,MRT,2030,0.0
4140,Mauritania,MRT,2031,0.0
4141,Mauritania,MRT,2032,0.0
4142,Mauritania,MRT,2033,0.0
4143,Mauritania,MRT,2034,0.0
4144,Mauritania,MRT,2035,0.0
4145,Mauritania,MRT,2036,0.0
4146,Mauritania,MRT,2037,0.0
4147,Mauritania,MRT,2038,0.0
4148,Mauritania,MRT,2039,0.0
4149,Mauritania,MRT,2040,0.0
4150,Mauritania,MRT,2041,0.0
4151,Mauritania,MRT,2042,0.0
4152,Mauritania,MRT,2043,0.0
4153,Mauritania,MRT,2044,0.0
4154,Mauritania,MRT,2045,0.0
4155,Mauritania,MRT,2046,0.0
4156,Mauritania,MRT,2047,0.0
4157,Mauritania,MRT,2048,0.0
4158,Mauritania,MRT,2049,0.0
4159,Mauritania,MRT,2050,0.0
4169,Mauritius,MUS,2020,0.0
4170,Mauritius,MUS,2021,0.0
4171,Mauritius,MUS,2022,0.0
4172,Mauritius,MUS,2023,0.0
4173,Mauritius,MUS,2024,0.0
4174,Mauritius,MUS,2025,0.0
4175,Mauritius,MUS,2026,0.0
4176,Mauritius,MUS,2027,0.0
4177,Mauritius,MUS,2028,0.0
4178,Mauritius,MUS,2029,0.0
4179,Mauritius,MUS,2030,0.0
4180,Mauritius,MUS,2031,0.0
4181,Mauritius,MUS,2032,0.0
4182,Mauritius,MUS,2033,0.0
4183,Mauritius,MUS,2034,0.0
4184,Mauritius,MUS,2035,0.0
4185,Mauritius,MUS,2036,0.0
4186,Mauritius,MUS,2037,0.0
4187,Mauritius,MUS,2038,0.0
4188,Mauritius,MUS,2039,0.0
4189,Mauritius,MUS,2040,0.0
4190,Mauritius,MUS,2041,0.0
4191,Mauritius,MUS,2042,0.0
4192,Mauritius,MUS,2043,0.0
4193,Mauritius,MUS,2044,0.0
4194,Mauritius,MUS,2045,0.0
4195,Mauritius,MUS,2046,0.0
4196,Mauritius,MUS,2047,0.0
4197,Mauritius,MUS,2048,0.0
4198,Mauritius,MUS,2049,0.0
4199,Mauritius,MUS,2050,0.0
4209,Mexico,MEX,2020,69.78639028303297
4210,Mexico,MEX,2021,71.18129880535493
4211,Mexico,MEX,2022,70.76459592165052
4212,Mexico,MEX,2023,70.3420056861449
4213,Mexico,MEX,2024,69.91388449808976
4214,Mexico,MEX,2025,69.48056981781349
4215,Mexico,MEX,2026,70.38963554255636
4216,Mexico,MEX,2027,71.23568962839721
4217,Mexico,MEX,2028,72.02465375907144
4218,Mexico,MEX,2029,72.76175825292188
4219,Mexico,MEX,2030,73.4516375646284
4220,Mexico,MEX,2031,74.29280041035472
4221,Mexico,MEX,2032,75.08237502659537
4222,Mexico,MEX,2033,75.82480679395785
4223,Mexico,MEX,2034,76.52405624035644
4224,Mexico,MEX,2035,77.18366230749469
4225,Mexico,MEX,2036,77.96951308185963
4226,Mexico,MEX,2037,78.71270252298166
4227,Mexico,MEX,2038,79.41656466841906
4228,Mexico,MEX,2039,80.08409863123592
4229,Mexico,MEX,2040,80.71800927792437
4230,Mexico,MEX,2041,81.52457996321448
4231,Mexico,MEX,2042,82.2916548294964
4232,Mexico,MEX,2043,83.02206472938802
4233,Mexico,MEX,2044,83.718376363823
4234,Mexico,MEX,2045,84.38292238312577
4235,Mexico,MEX,2046,85.23995834326776
4236,Mexico,MEX,2047,86.0578578920144
4237,Mexico,MEX,2048,86.83924461034101
4238,Mexico,MEX,2049,87.58651246040594
4239,Mexico,MEX,2050,88.30185039499894
4249,Moldova,MDA,2020,0.0
4250,Moldova,MDA,2021,0.0
4251,Moldova,MDA,2022,0.0
4252,Moldova,MDA,2023,0.0
4253,Moldova,MDA,2024,0.0
4254,Moldova,MDA,2025,0.0
4255,Moldova,MDA,2026,0.0
4256,Moldova,MDA,2027,0.0
4257,Moldova,MDA,2028,0.0
4258,Moldova,MDA,2029,0.0
4259,Moldova,MDA,2030,0.0
4260,Moldova,MDA,2031,0.0
4261,Moldova,MDA,2032,0.0
4262,Moldova,MDA,2033,0.0
4263,Moldova,MDA,2034,0.0
4264,Moldova,MDA,2035,0.0
4265,Moldova,MDA,2036,0.0
4266,Moldova,MDA,2037,0.0
4267,Moldova,MDA,2038,0.0
4268,Moldova,MDA,2039,0.0
4269,Moldova,MDA,2040,0.0
4270,Moldova,MDA,2041,0.0
4271,Moldova,MDA,2042,0.0
4272,Moldova,MDA,2043,0.0
4273,Moldova,MDA,2044,0.0
4274,Moldova,MDA,2045,0.0
4275,Moldova,MDA,2046,0.0
4276,Moldova,MDA,2047,0.0
4277,Moldova,MDA,2048,0.0
4278,Moldova,MDA,2049,0.0
4279,Moldova,MDA,2050,0.0
4289,Mongolia,MNG,2020,0.0
4290,Mongolia,MNG,2021,0.0
4291,Mongolia,MNG,2022,0.0
4292,Mongolia,MNG,2023,0.0
4293,Mongolia,MNG,2024,0.0
4294,Mongolia,MNG,2025,0.0
4295,Mongolia,MNG,2026,0.0
4296,Mongolia,MNG,2027,0.0
4297,Mongolia,MNG,2028,0.0
4298,Mongolia,MNG,2029,0.0
4299,Mongolia,MNG,2030,0.0
4300,Mongolia,MNG,2031,0.0
4301,Mongolia,MNG,2032,0.0
4302,Mongolia,MNG,2033,0.0
4303,Mongolia,MNG,2034,0.0
4304,Mongolia,MNG,2035,0.0
4305,Mongolia,MNG,2036,0.0
4306,Mongolia,MNG,2037,0.0
4307,Mongolia,MNG,2038,0.0
4308,Mongolia,MNG,2039,0.0
4309,Mongolia,MNG,2040,0.0
4310,Mongolia,MNG,2041,0.0
4311,Mongolia,MNG,2042,0.0
4312,Mongolia,MNG,2043,0.0
4313,Mongolia,MNG,2044,0.0
4314,Mongolia,MNG,2045,0.0
4315,Mongolia,MNG,2046,0.0
4316,Mongolia,MNG,2047,0.0
4317,Mongolia,MNG,2048,0.0
4318,Mongolia,MNG,2049,0.0
4319,Mongolia,MNG,2050,0.0
4329,Montenegro,MNE,2020,0.0
4330,Montenegro,MNE,2021,0.0
4331,Montenegro,MNE,2022,0.0
4332,Montenegro,MNE,2023,0.0
4333,Montenegro,MNE,2024,0.0
4334,Montenegro,MNE,2025,0.0
4335,Montenegro,MNE,2026,0.0
4336,Montenegro,MNE,2027,0.0
4337,Montenegro,MNE,2028,0.0
4338,Montenegro,MNE,2029,0.0
4339,Montenegro,MNE,2030,0.0
4340,Montenegro,MNE,2031,0.0
4341,Montenegro,MNE,2032,0.0
4342,Montenegro,MNE,2033,0.0
4343,Montenegro,MNE,2034,0.0
4344,Montenegro,MNE,2035,0.0
4345,Montenegro,MNE,2036,0.0
4346,Montenegro,MNE,2037,0.0
4347,Montenegro,MNE,2038,0.0
4348,Montenegro,MNE,2039,0.0
4349,Montenegro,MNE,2040,0.0
4350,Montenegro,MNE,2041,0.0
4351,Montenegro,MNE,2042,0.0
4352,Montenegro,MNE,2043,0.0
4353,Montenegro,MNE,2044,0.0
4354,Montenegro,MNE,2045,0.0
4355,Montenegro,MNE,2046,0.0
4356,Montenegro,MNE,2047,0.0
4357,Montenegro,MNE,2048,0.0
4358,Montenegro,MNE,2049,0.0
4359,Montenegro,MNE,2050,0.0
4369,Morocco,MAR,2020,0.0
4370,Morocco,MAR,2021,0.0
4371,Morocco,MAR,2022,0.0
4372,Morocco,MAR,2023,0.0
4373,Morocco,MAR,2024,0.0
4374,Morocco,MAR,2025,0.0
4375,Morocco,MAR,2026,0.0
4376,Morocco,MAR,2027,0.0
4377,Morocco,MAR,2028,0.0
4378,Morocco,MAR,2029,0.0
4379,Morocco,MAR,2030,0.0
4380,Morocco,MAR,2031,0.0
4381,Morocco,MAR,2032,0.0
4382,Morocco,MAR,2033,0.0
4383,Morocco,MAR,2034,0.0
4384,Morocco,MAR,2035,1.9264705859551805
4385,Morocco,MAR,2036,10.567263337890006
4386,Morocco,MAR,2037,18.16486860059901
4387,Morocco,MAR,2038,24.868243380499468
4388,Morocco,MAR,2039,30.80105110441356
4389,Morocco,MAR,2040,36.066651565195286
4390,Morocco,MAR,2041,41.37477009477302
4391,Morocco,MAR,2042,46.07231615323241
4392,Morocco,MAR,2043,50.24170013993788
4393,Morocco,MAR,2044,53.95219776291274
4394,Morocco,MAR,2045,57.262369334854135
4395,Morocco,MAR,2046,60.52818367893818
4396,Morocco,MAR,2047,63.44697563666869
4397,Morocco,MAR,2048,66.0619794019185
4398,Morocco,MAR,2049,68.41008059619361
4399,Morocco,MAR,2050,70.52289187552358
4409,Mozambique,MOZ,2020,0.0
4410,Mozambique,MOZ,2021,0.0
4411,Mozambique,MOZ,2022,0.0
4412,Mozambique,MOZ,2023,0.0
4413,Mozambique,MOZ,2024,0.0
4414,Mozambique,MOZ,2025,0.0
4415,Mozambique,MOZ,2026,0.0
4416,Mozambique,MOZ,2027,0.0
4417,Mozambique,MOZ,2028,0.0
4418,Mozambique,MOZ,2029,0.0
4419,Mozambique,MOZ,2030,0.0
4420,Mozambique,MOZ,2031,0.0
4421,Mozambique,MOZ,2032,0.0
4422,Mozambique,MOZ,2033,0.0
4423,Mozambique,MOZ,2034,0.0
4424,Mozambique,MOZ,2035,0.0
4425,Mozambique,MOZ,2036,0.0
4426,Mozambique,MOZ,2037,0.0
4427,Mozambique,MOZ,2038,0.0
4428,Mozambique,MOZ,2039,0.0
4429,Mozambique,MOZ,2040,0.0
4430,Mozambique,MOZ,2041,0.0
4431,Mozambique,MOZ,2042,0.0
4432,Mozambique,MOZ,2043,0.0
4433,Mozambique,MOZ,2044,0.0
4434,Mozambique,MOZ,2045,0.0
4435,Mozambique,MOZ,2046,0.0
4436,Mozambique,MOZ,2047,0.0
4437,Mozambique,MOZ,2048,0.0
4438,Mozambique,MOZ,2049,0.0
4439,Mozambique,MOZ,2050,0.0
4449,Myanmar,MMR,2020,0.0
4450,Myanmar,MMR,2021,0.0
4451,Myanmar,MMR,2022,0.0
4452,Myanmar,MMR,2023,0.0
4453,Myanmar,MMR,2024,0.0
4454,Myanmar,MMR,2025,0.0
4455,Myanmar,MMR,2026,0.0
4456,Myanmar,MMR,2027,0.0
4457,Myanmar,MMR,2028,0.0
4458,Myanmar,MMR,2029,0.0
4459,Myanmar,MMR,2030,0.0
4460,Myanmar,MMR,2031,0.0
4461,Myanmar,MMR,2032,0.0
4462,Myanmar,MMR,2033,0.0
4463,Myanmar,MMR,2034,0.0
4464,Myanmar,MMR,2035,0.0
4465,Myanmar,MMR,2036,0.0
4466,Myanmar,MMR,2037,0.0
4467,Myanmar,MMR,2038,0.0
4468,Myanmar,MMR,2039,0.0
4469,Myanmar,MMR,2040,0.0
4470,Myanmar,MMR,2041,0.0
4471,Myanmar,MMR,2042,0.0
4472,Myanmar,MMR,2043,0.0
4473,Myanmar,MMR,2044,0.0
4474,Myanmar,MMR,2045,0.0
4475,Myanmar,MMR,2046,0.0
4476,Myanmar,MMR,2047,0.0
4477,Myanmar,MMR,2048,0.0
4478,Myanmar,MMR,2049,0.0
4479,Myanmar,MMR,2050,0.0
4489,Namibia,NAM,2020,0.0
4490,Namibia,NAM,2021,0.0
4491,Namibia,NAM,2022,0.0
4492,Namibia,NAM,2023,0.0
4493,Namibia,NAM,2024,0.0
4494,Namibia,NAM,2025,0.0
4495,Namibia,NAM,2026,0.0
4496,Namibia,NAM,2027,0.0
4497,Namibia,NAM,2028,0.0
4498,Namibia,NAM,2029,0.0
4499,Namibia,NAM,2030,0.0
4500,Namibia,NAM,2031,0.0
4501,Namibia,NAM,2032,0.0
4502,Namibia,NAM,2033,0.0
4503,Namibia,NAM,2034,0.0
4504,Namibia,NAM,2035,0.0
4505,Namibia,NAM,2036,0.0
4506,Namibia,NAM,2037,0.0
4507,Namibia,NAM,2038,0.0
4508,Namibia,NAM,2039,0.0
4509,Namibia,NAM,2040,0.0
4510,Namibia,NAM,2041,0.0
4511,Namibia,NAM,2042,0.0
4512,Namibia,NAM,2043,0.0
4513,Namibia,NAM,2044,0.0
4514,Namibia,NAM,2045,0.0
4515,Namibia,NAM,2046,0.0
4516,Namibia,NAM,2047,0.0
4517,Namibia,NAM,2048,0.0
4518,Namibia,NAM,2049,0.0
4519,Namibia,NAM,2050,0.0
4529,Nepal,NPL,2020,0.0
4530,Nepal,NPL,2021,0.0
4531,Nepal,NPL,2022,0.0
4532,Nepal,NPL,2023,0.0
4533,Nepal,NPL,2024,0.0
4534,Nepal,NPL,2025,0.0
4535,Nepal,NPL,2026,0.0
4536,Nepal,NPL,2027,0.0
