Year,iso_code3,nemomod_entc_residual_capacity_pp_waste_incineration_gw
2049,KGZ,0.0
2050,KGZ,0.0
2051,KGZ,0.0
2052,KGZ,0.0
2053,KGZ,0.0
2054,KGZ,0.0
2055,KGZ,0.0
1996,KHM,0.0
1997,KHM,0.0
1998,KHM,0.0
1999,KHM,0.0
2000,KHM,0.0
2001,KHM,0.0
2002,KHM,0.0
2003,KHM,0.0
2004,KHM,0.0
2005,KHM,0.0
2006,KHM,0.0
2007,KHM,0.0
2008,KHM,0.0
2009,KHM,0.0
2021,KHM,0.0503638007380073
2022,KHM,0.0503638007380073
2023,KHM,0.0503638007380073
2024,KHM,0.0503638007380073
2025,KHM,0.0503638007380073
2026,KHM,0.0503638007380073
2027,KHM,0.0503638007380073
2028,KHM,0.0503638007380073
2029,KHM,0.0503638007380073
2030,KHM,0.0503638007380073
2031,KHM,0.0503638007380073
2032,KHM,0.0503638007380073
2033,KHM,0.0503638007380073
2034,KHM,0.0503638007380073
2035,KHM,0.0503638007380073
2036,KHM,0.0503638007380073
2037,KHM,0.0503638007380073
2038,KHM,0.0503638007380073
2039,KHM,0.0
2040,KHM,0.0
2041,KHM,0.0
2042,KHM,0.0
2043,KHM,0.0
2044,KHM,0.0
2045,KHM,0.0
2046,KHM,0.0
2047,KHM,0.0
2048,KHM,0.0
2049,KHM,0.0
2050,KHM,0.0
2051,KHM,0.0
2052,KHM,0.0
2053,KHM,0.0
2054,KHM,0.0
2055,KHM,0.0
1944,KOR,0.0
1945,KOR,0.0
1946,KOR,0.0
1947,KOR,0.0
1948,KOR,0.0
1949,KOR,0.0
1950,KOR,0.0
1951,KOR,0.0
1952,KOR,0.0
1953,KOR,0.0
1954,KOR,0.0
1955,KOR,0.0
1956,KOR,0.0
1957,KOR,0.0
1958,KOR,0.0
1959,KOR,0.0
1960,KOR,0.0
1961,KOR,0.0
1962,KOR,0.0
1963,KOR,0.0
1964,KOR,0.0
1965,KOR,0.0
1966,KOR,0.0
1967,KOR,0.0
1968,KOR,0.0
1969,KOR,0.0
1970,KOR,0.0
1971,KOR,0.0
1972,KOR,0.0
1973,KOR,0.0
1974,KOR,0.0
1975,KOR,0.0
1976,KOR,0.0
1977,KOR,0.0
1978,KOR,0.0
1979,KOR,0.0
1980,KOR,0.0
1981,KOR,0.0
1982,KOR,0.0
1983,KOR,0.0
1984,KOR,0.0
1985,KOR,0.0
1986,KOR,0.0
1987,KOR,0.0
1988,KOR,0.0250498260971511
1989,KOR,0.0250498260971511
1990,KOR,0.0250498260971511
1991,KOR,0.0291420227522362
1992,KOR,0.0307948205462421
1993,KOR,0.0348752959312888
1994,KOR,0.0365149390083853
1995,KOR,0.1480983094354806
1996,KOR,0.1634708591637747
1997,KOR,0.15217880962579
1998,KOR,0.1474507232215968
1999,KOR,0.110079783494011
2000,KOR,0.110138515492528
2001,KOR,0.1152677464326188
2002,KOR,0.1183259664177349
2003,KOR,0.1149948178859408
2004,KOR,0.116512051506693
2005,KOR,0.119827127774602
2006,KOR,0.1173659950602304
2007,KOR,0.1171378766853719
2008,KOR,0.126008152293015
2009,KOR,0.1224845575123191
2021,KOR,0.0
2022,KOR,0.0
2023,KOR,0.0
2024,KOR,0.0
2025,KOR,0.0
2026,KOR,0.0
2027,KOR,0.0
2028,KOR,0.0
2029,KOR,0.0
2030,KOR,0.0
2031,KOR,0.0
2032,KOR,0.0
2033,KOR,0.0
2034,KOR,0.0
2035,KOR,0.0
2036,KOR,0.0
2037,KOR,0.0
2038,KOR,0.0
2039,KOR,0.0
2040,KOR,0.0
2041,KOR,0.0
2042,KOR,0.0
2043,KOR,0.0
2044,KOR,0.0
2045,KOR,0.0
2046,KOR,0.0
2047,KOR,0.0
2048,KOR,0.0
2049,KOR,0.0
2050,KOR,0.0
2051,KOR,0.0
2052,KOR,0.0
2053,KOR,0.0
2054,KOR,0.0
2055,KOR,0.0
2007,KWT,0.0
2008,KWT,0.0
2009,KWT,0.0
2021,KWT,0.0
2022,KWT,0.0
2023,KWT,0.0
2024,KWT,0.0
2025,KWT,0.0
2026,KWT,0.0
2027,KWT,0.0
2028,KWT,0.0
2029,KWT,0.0
2030,KWT,0.0
2031,KWT,0.0
2032,KWT,0.0
2033,KWT,0.0
2034,KWT,0.0
2035,KWT,0.0
2036,KWT,0.0
2037,KWT,0.0
2038,KWT,0.0
2039,KWT,0.0
2040,KWT,0.0
2041,KWT,0.0
2042,KWT,0.0
1990,LAO,0.0
1991,LAO,0.0
1992,LAO,0.0
1993,LAO,0.0
1994,LAO,0.0
1995,LAO,0.0
1996,LAO,0.0
1997,LAO,0.0
1998,LAO,0.0
1999,LAO,0.0
2000,LAO,0.0
2001,LAO,0.0
2002,LAO,0.0
2003,LAO,0.0
2004,LAO,0.0
2005,LAO,0.0
2006,LAO,0.0
2007,LAO,0.0
2008,LAO,0.0
2009,LAO,0.0
2021,LAO,0.0
2022,LAO,0.0
2023,LAO,0.0
2024,LAO,0.0
2025,LAO,0.0
2026,LAO,0.0
2027,LAO,0.0
2028,LAO,0.0
2029,LAO,0.0
2030,LAO,0.0
2031,LAO,0.0
2032,LAO,0.0
2033,LAO,0.0
2034,LAO,0.0
2035,LAO,0.0
2036,LAO,0.0
2037,LAO,0.0
2038,LAO,0.0
2039,LAO,0.0
2040,LAO,0.0
2041,LAO,0.0
2042,LAO,0.0
2043,LAO,0.0
2044,LAO,0.0
2045,LAO,0.0
2046,LAO,0.0
2047,LAO,0.0
2048,LAO,0.0
2049,LAO,0.0
2050,LAO,0.0
2051,LAO,0.0
2052,LAO,0.0
2053,LAO,0.0
2054,LAO,0.0
2055,LAO,0.0
1971,LBN,0.0
1972,LBN,0.0
1973,LBN,0.0
1974,LBN,0.0
1975,LBN,0.0
1976,LBN,0.0
1977,LBN,0.0
1978,LBN,0.0
1979,LBN,0.0
1980,LBN,0.0
1981,LBN,0.0
1982,LBN,0.0
1983,LBN,0.0
1984,LBN,0.0
1985,LBN,0.0
1986,LBN,0.0
1987,LBN,0.0
1988,LBN,0.0
1989,LBN,0.0
1990,LBN,0.0
1991,LBN,0.0
1992,LBN,0.0
1993,LBN,0.0
1994,LBN,0.0
1995,LBN,0.0
1996,LBN,0.0
1997,LBN,0.0
1998,LBN,0.0
1999,LBN,0.0
2000,LBN,0.0
2001,LBN,0.0
2002,LBN,0.0
2003,LBN,0.0
2004,LBN,0.0
2005,LBN,0.0
2006,LBN,0.0
2007,LBN,0.0
2008,LBN,0.0
2009,LBN,0.0
2021,LBN,0.0
2022,LBN,0.0
2023,LBN,0.0
2024,LBN,0.0
2025,LBN,0.0
2026,LBN,0.0
2027,LBN,0.0
2028,LBN,0.0
2029,LBN,0.0
2030,LBN,0.0
2031,LBN,0.0
2032,LBN,0.0
2033,LBN,0.0
2034,LBN,0.0
2035,LBN,0.0
1990,LBR,0.0
1991,LBR,0.0
1992,LBR,0.0
1993,LBR,0.0
1994,LBR,0.0
1995,LBR,0.0
1996,LBR,0.0
1997,LBR,0.0
1998,LBR,0.0
1999,LBR,0.0
2000,LBR,0.0
2001,LBR,0.0
2002,LBR,0.0
2003,LBR,0.0
2004,LBR,0.0
2005,LBR,0.0
2006,LBR,0.0
2007,LBR,0.0
2008,LBR,0.0
2009,LBR,0.0
2021,LBR,0.0
2022,LBR,0.0
2023,LBR,0.0
2024,LBR,0.0
2025,LBR,0.0
2026,LBR,0.0
2027,LBR,0.0
2028,LBR,0.0
2029,LBR,0.0
2030,LBR,0.0
2031,LBR,0.0
2032,LBR,0.0
2033,LBR,0.0
2034,LBR,0.0
2035,LBR,0.0
2036,LBR,0.0
2037,LBR,0.0
2038,LBR,0.0
2039,LBR,0.0
2040,LBR,0.0
2041,LBR,0.0
2042,LBR,0.0
2043,LBR,0.0
2044,LBR,0.0
2045,LBR,0.0
2046,LBR,0.0
2047,LBR,0.0
2048,LBR,0.0
2049,LBR,0.0
2050,LBR,0.0
2051,LBR,0.0
2052,LBR,0.0
2053,LBR,0.0
2054,LBR,0.0
2055,LBR,0.0
1976,LBY,0.0
1977,LBY,0.0
1978,LBY,0.0
1979,LBY,0.0
1980,LBY,0.0
1981,LBY,0.0
1982,LBY,0.0
1983,LBY,0.0
1984,LBY,0.0
1985,LBY,0.0
1986,LBY,0.0
1987,LBY,0.0
1988,LBY,0.0
1989,LBY,0.0
1990,LBY,0.0
1991,LBY,0.0
1992,LBY,0.0
1993,LBY,0.0
1994,LBY,0.0
1995,LBY,0.0
1996,LBY,0.0
1997,LBY,0.0
1998,LBY,0.0
1999,LBY,0.0
2000,LBY,0.0
2001,LBY,0.0
2002,LBY,0.0
2003,LBY,0.0
2004,LBY,0.0
2005,LBY,0.0
2006,LBY,0.0
2007,LBY,0.0
2008,LBY,0.0
2009,LBY,0.0
2021,LBY,0.0
2022,LBY,0.0
2023,LBY,0.0
2024,LBY,0.0
2025,LBY,0.0
2026,LBY,0.0
2027,LBY,0.0
2028,LBY,0.0
2029,LBY,0.0
2030,LBY,0.0
2031,LBY,0.0
2032,LBY,0.0
2033,LBY,0.0
2034,LBY,0.0
2035,LBY,0.0
2036,LBY,0.0
2037,LBY,0.0
2038,LBY,0.0
2039,LBY,0.0
2040,LBY,0.0
2021,LCA,0.0
2022,LCA,0.0
2023,LCA,0.0
2024,LCA,0.0
2025,LCA,0.0
2026,LCA,0.0
2027,LCA,0.0
2028,LCA,0.0
2029,LCA,0.0
2030,LCA,0.0
2031,LCA,0.0
2032,LCA,0.0
2033,LCA,0.0
2034,LCA,0.0
2035,LCA,0.0
2036,LCA,0.0
2037,LCA,0.0
2038,LCA,0.0
2039,LCA,0.0
1922,LKA,0.0
1923,LKA,0.0
1924,LKA,0.0
1925,LKA,0.0
1926,LKA,0.0
1927,LKA,0.0
1928,LKA,0.0
1929,LKA,0.0
1930,LKA,0.0
1931,LKA,0.0
1932,LKA,0.0
1933,LKA,0.0
1934,LKA,0.0
1935,LKA,0.0
1936,LKA,0.0
1937,LKA,0.0
1938,LKA,0.0
1939,LKA,0.0
1940,LKA,0.0
1941,LKA,0.0
1942,LKA,0.0
1943,LKA,0.0
1944,LKA,0.0
1945,LKA,0.0
1946,LKA,0.0
1947,LKA,0.0
1948,LKA,0.0
1949,LKA,0.0
1950,LKA,0.0
1951,LKA,0.0
1952,LKA,0.0
1953,LKA,0.0
1954,LKA,0.0
1955,LKA,0.0
1956,LKA,0.0
1957,LKA,0.0
1958,LKA,0.0
1959,LKA,0.0
1960,LKA,0.0
1961,LKA,0.0
1962,LKA,0.0
1963,LKA,0.0
1964,LKA,0.0
1965,LKA,0.0
1966,LKA,0.0
1967,LKA,0.0
1968,LKA,0.0
1969,LKA,0.0
1970,LKA,0.0
1971,LKA,0.0
1972,LKA,0.0
1973,LKA,0.0
1974,LKA,0.0
1975,LKA,0.0
1976,LKA,0.0
1977,LKA,0.0
1978,LKA,0.0
1979,LKA,0.0
1980,LKA,0.0
1981,LKA,0.0
1982,LKA,0.0
1983,LKA,0.0
1984,LKA,0.0
1985,LKA,0.0
1986,LKA,0.0
1987,LKA,0.0
1988,LKA,0.0
1989,LKA,0.0
1990,LKA,0.0
1991,LKA,0.0
1992,LKA,0.0
1993,LKA,0.0
1994,LKA,0.0
1995,LKA,0.0
1996,LKA,0.0
1997,LKA,0.0
1998,LKA,0.0
1999,LKA,0.0
2000,LKA,0.0
2001,LKA,0.0
2002,LKA,0.0
2003,LKA,0.0
2004,LKA,0.0
2005,LKA,0.0
2006,LKA,0.0
2007,LKA,0.0
2008,LKA,0.0
2009,LKA,0.0
2021,LKA,0.0
2022,LKA,0.0
2023,LKA,0.0
2024,LKA,0.0
2025,LKA,0.0
2026,LKA,0.0
2027,LKA,0.0
2028,LKA,0.0
2029,LKA,0.0
2030,LKA,0.0
2031,LKA,0.0
2032,LKA,0.0
2033,LKA,0.0
2034,LKA,0.0
2035,LKA,0.0
2036,LKA,0.0
2037,LKA,0.0
2038,LKA,0.0
2039,LKA,0.0
2040,LKA,0.0
2041,LKA,0.0
2042,LKA,0.0
2043,LKA,0.0
2044,LKA,0.0
2045,LKA,0.0
2046,LKA,0.0
2047,LKA,0.0
2048,LKA,0.0
2049,LKA,0.0
2050,LKA,0.0
2051,LKA,0.0
2052,LKA,0.0
2053,LKA,0.0
2054,LKA,0.0
2055,LKA,0.0
1961,LSO,0.0
1962,LSO,0.0
1963,LSO,0.0
1964,LSO,0.0
1965,LSO,0.0
1966,LSO,0.0
1967,LSO,0.0
1968,LSO,0.0
1969,LSO,0.0
1970,LSO,0.0
1971,LSO,0.0
1972,LSO,0.0
1973,LSO,0.0
1974,LSO,0.0
1975,LSO,0.0
1976,LSO,0.0
1977,LSO,0.0
1978,LSO,0.0
1979,LSO,0.0
1980,LSO,0.0
1981,LSO,0.0
1982,LSO,0.0
1983,LSO,0.0
1984,LSO,0.0
1985,LSO,0.0
1986,LSO,0.0
1987,LSO,0.0
1988,LSO,0.0
1989,LSO,0.0
1990,LSO,0.0
1991,LSO,0.0
1992,LSO,0.0
1993,LSO,0.0
1994,LSO,0.0
1995,LSO,0.0
1996,LSO,0.0
1997,LSO,0.0
1998,LSO,0.0
1999,LSO,0.0
2000,LSO,0.0
2001,LSO,0.0
2002,LSO,0.0
2003,LSO,0.0
2004,LSO,0.0
2005,LSO,0.0
2006,LSO,0.0
2007,LSO,0.0
2008,LSO,0.0
2009,LSO,0.0
2021,LSO,0.0
2022,LSO,0.0
2023,LSO,0.0
2024,LSO,0.0
2025,LSO,0.0
2026,LSO,0.0
2027,LSO,0.0
2028,LSO,0.0
2029,LSO,0.0
2030,LSO,0.0
2031,LSO,0.0
2032,LSO,0.0
2033,LSO,0.0
2034,LSO,0.0
2035,LSO,0.0
2036,LSO,0.0
2037,LSO,0.0
2038,LSO,0.0
2039,LSO,0.0
2040,LSO,0.0
2041,LSO,0.0
2042,LSO,0.0
2043,LSO,0.0
2044,LSO,0.0
2045,LSO,0.0
2046,LSO,0.0
2047,LSO,0.0
2048,LSO,0.0
2049,LSO,0.0
2050,LSO,0.0
2051,LSO,0.0
2052,LSO,0.0
2053,LSO,0.0
2054,LSO,0.0
2055,LSO,0.0
1920,LTU,0.0
1921,LTU,0.0
1922,LTU,0.0
1923,LTU,0.0
1924,LTU,0.0
1925,LTU,0.0
1926,LTU,0.0
1927,LTU,0.0
1928,LTU,0.0
1929,LTU,0.0
1930,LTU,0.0
1931,LTU,0.0
1932,LTU,0.0
1933,LTU,0.0
1934,LTU,0.0
1935,LTU,0.0
1936,LTU,0.0
1937,LTU,0.0
1938,LTU,0.0
1939,LTU,0.0
1940,LTU,0.0
1941,LTU,0.0
1942,LTU,0.0
1943,LTU,0.0
1944,LTU,0.0
1945,LTU,0.0
1946,LTU,0.0
1947,LTU,0.0
1948,LTU,0.0
1949,LTU,0.0
1950,LTU,0.0
1951,LTU,0.0
1952,LTU,0.0
1953,LTU,0.0
1954,LTU,0.0
1955,LTU,0.0
1956,LTU,0.0
1957,LTU,0.0
1958,LTU,0.0
1959,LTU,0.0
1960,LTU,0.0
1961,LTU,0.0
1962,LTU,0.0
1963,LTU,0.0
1964,LTU,0.0
1965,LTU,0.0
1966,LTU,0.0
1967,LTU,0.0
1968,LTU,0.0
1969,LTU,0.0
1970,LTU,0.0
1971,LTU,0.0
1972,LTU,0.0
1973,LTU,0.0
1974,LTU,0.0
1975,LTU,0.0
1976,LTU,0.0
1977,LTU,0.0
1978,LTU,0.0
1979,LTU,0.0
1980,LTU,0.0
1981,LTU,0.0
1982,LTU,0.0
1983,LTU,0.0
1984,LTU,0.0
1985,LTU,0.0
1986,LTU,0.0
1987,LTU,0.0
1988,LTU,0.0
1989,LTU,0.0
1990,LTU,0.0
1991,LTU,0.0
1992,LTU,0.0
1993,LTU,0.0
1994,LTU,0.0
1995,LTU,0.0
1996,LTU,0.0
1997,LTU,0.0
1998,LTU,0.0
1999,LTU,0.0
2000,LTU,0.0
2001,LTU,0.0
2002,LTU,0.0
2003,LTU,0.0
2004,LTU,0.0
2005,LTU,0.0
2006,LTU,0.0
2007,LTU,0.0
2008,LTU,0.0
2009,LTU,0.0
2021,LTU,0.0
2022,LTU,0.0
2023,LTU,0.0
2024,LTU,0.0
2025,LTU,0.0
2026,LTU,0.0
2027,LTU,0.0
2028,LTU,0.0
2029,LTU,0.0
2030,LTU,0.0
2031,LTU,0.0
2032,LTU,0.0
2033,LTU,0.0
2034,LTU,0.0
2035,LTU,0.0
2036,LTU,0.0
2037,LTU,0.0
2038,LTU,0.0
2039,LTU,0.0
2040,LTU,0.0
2041,LTU,0.0
2042,LTU,0.0
2043,LTU,0.0
2044,LTU,0.0
2045,LTU,0.0
2046,LTU,0.0
2047,LTU,0.0
2048,LTU,0.0
2049,LTU,0.0
2050,LTU,0.0
2051,LTU,0.0
1990,LUX,0.0
1991,LUX,0.0
1992,LUX,0.0
1993,LUX,0.0
1994,LUX,0.0
1995,LUX,0.0
1996,LUX,0.0
1997,LUX,0.0
1998,LUX,0.0
1999,LUX,0.0
2000,LUX,0.0
2001,LUX,0.0
2002,LUX,0.0
2003,LUX,0.0
2004,LUX,0.0
2005,LUX,0.0
2006,LUX,0.0
2007,LUX,0.0
2008,LUX,0.0
2009,LUX,0.0
2021,LUX,0.0
2022,LUX,0.0
2023,LUX,0.0
2024,LUX,0.0
2025,LUX,0.0
2026,LUX,0.0
2027,LUX,0.0
2028,LUX,0.0
2029,LUX,0.0
2030,LUX,0.0
2031,LUX,0.0
2032,LUX,0.0
2033,LUX,0.0
2034,LUX,0.0
2035,LUX,0.0
2036,LUX,0.0
2037,LUX,0.0
2038,LUX,0.0
2039,LUX,0.0
2040,LUX,0.0
2041,LUX,0.0
2042,LUX,0.0
2043,LUX,0.0
2044,LUX,0.0
2045,LUX,0.0
2046,LUX,0.0
2047,LUX,0.0
2048,LUX,0.0
2049,LUX,0.0
2050,LUX,0.0
2051,LUX,0.0
2052,LUX,0.0
2053,LUX,0.0
2054,LUX,0.0
2055,LUX,0.0
1957,LVA,0.0
1958,LVA,0.0
1959,LVA,0.0
1960,LVA,0.0
1961,LVA,0.0
1962,LVA,0.0
1963,LVA,0.0
1964,LVA,0.0
1965,LVA,0.0
1966,LVA,0.0
1967,LVA,0.0
1968,LVA,0.0
1969,LVA,0.0
1970,LVA,0.0
1971,LVA,0.0
1972,LVA,0.0
1973,LVA,0.0
1974,LVA,0.0
1975,LVA,0.0
1976,LVA,0.0
1977,LVA,0.0
1978,LVA,0.0
1979,LVA,0.0
1980,LVA,0.0
1981,LVA,0.0
1982,LVA,0.0
1983,LVA,0.0
1984,LVA,0.0
1985,LVA,0.0
1986,LVA,0.0
1987,LVA,0.0
1988,LVA,0.0
1989,LVA,0.0
1990,LVA,0.0
1991,LVA,0.0
1992,LVA,0.0
1993,LVA,0.0
1994,LVA,0.0
1995,LVA,0.0
1996,LVA,0.0
1997,LVA,0.0
1998,LVA,0.0
1999,LVA,0.0
2000,LVA,0.0
2001,LVA,0.0
2002,LVA,0.0
2003,LVA,0.0
2004,LVA,0.0
2005,LVA,0.0
2006,LVA,0.0
2007,LVA,0.0
2008,LVA,0.0
2009,LVA,0.0
2021,LVA,0.0
2022,LVA,0.0
2023,LVA,0.0
2024,LVA,0.0
2025,LVA,0.0
2026,LVA,0.0
2027,LVA,0.0
2028,LVA,0.0
2029,LVA,0.0
2030,LVA,0.0
2031,LVA,0.0
2032,LVA,0.0
2033,LVA,0.0
2034,LVA,0.0
2035,LVA,0.0
2036,LVA,0.0
2037,LVA,0.0
2038,LVA,0.0
2039,LVA,0.0
2040,LVA,0.0
2041,LVA,0.0
2042,LVA,0.0
2043,LVA,0.0
2044,LVA,0.0
2045,LVA,0.0
2046,LVA,0.0
2047,LVA,0.0
2048,LVA,0.0
2049,LVA,0.0
2050,LVA,0.0
2051,LVA,0.0
2052,LVA,0.0
2053,LVA,0.0
2054,LVA,0.0
2055,LVA,0.0
1938,MAR,0.0
1939,MAR,0.0
1940,MAR,0.0
1941,MAR,0.0
1942,MAR,0.0
1943,MAR,0.0
1944,MAR,0.0
1945,MAR,0.0
1946,MAR,0.0
1947,MAR,0.0
1948,MAR,0.0
1949,MAR,0.0
1950,MAR,0.0
1951,MAR,0.0
1952,MAR,0.0
1953,MAR,0.0
1954,MAR,0.0
1955,MAR,0.0
1956,MAR,0.0
1957,MAR,0.0
1958,MAR,0.0
1959,MAR,0.0
1960,MAR,0.0
1961,MAR,0.0
1962,MAR,0.0
1963,MAR,0.0
1964,MAR,0.0
1965,MAR,0.0
1966,MAR,0.0
1967,MAR,0.0
1968,MAR,0.0
1969,MAR,0.0
1970,MAR,0.0
1971,MAR,0.0
1972,MAR,0.0
1973,MAR,0.0
1974,MAR,0.0
1975,MAR,0.0
1976,MAR,0.0
1977,MAR,0.0
1978,MAR,0.0
1979,MAR,0.0
1980,MAR,0.0
1981,MAR,0.0
1982,MAR,0.0
1983,MAR,0.0
1984,MAR,0.0
1985,MAR,0.0
1986,MAR,0.0
1987,MAR,0.0
1988,MAR,0.0
1989,MAR,0.0
1990,MAR,0.0
1991,MAR,0.0
1992,MAR,0.0
1993,MAR,0.0
1994,MAR,0.0
1995,MAR,0.0
1996,MAR,0.0
1997,MAR,0.0
1998,MAR,0.0
1999,MAR,0.0
2000,MAR,0.0
2001,MAR,0.0
2002,MAR,0.0
2003,MAR,0.0
2004,MAR,0.0
2005,MAR,0.0
2006,MAR,0.0
2007,MAR,0.0
2008,MAR,0.0
2009,MAR,0.0
2021,MAR,0.0
2022,MAR,0.0
2023,MAR,0.0
2024,MAR,0.0
2025,MAR,0.0
2026,MAR,0.0
2027,MAR,0.0
2028,MAR,0.0
2029,MAR,0.0
2030,MAR,0.0
2031,MAR,0.0
2032,MAR,0.0
2033,MAR,0.0
2034,MAR,0.0
2035,MAR,0.0
2036,MAR,0.0
2037,MAR,0.0
2038,MAR,0.0
2039,MAR,0.0
2040,MAR,0.0
2041,MAR,0.0
2042,MAR,0.0
2043,MAR,0.0
2044,MAR,0.0
2045,MAR,0.0
2046,MAR,0.0
2047,MAR,0.0
2048,MAR,0.0
2049,MAR,0.0
2050,MAR,0.0
2051,MAR,0.0
2052,MAR,0.0
2053,MAR,0.0
2054,MAR,0.0
2055,MAR,0.0
1978,MDA,0.0
1979,MDA,0.0
1980,MDA,0.0
1981,MDA,0.0
1982,MDA,0.0
1983,MDA,0.0
1984,MDA,0.0
1985,MDA,0.0
1986,MDA,0.0
1987,MDA,0.0
1988,MDA,0.0
1989,MDA,0.0
1990,MDA,0.0
1991,MDA,0.0
1992,MDA,0.0
1993,MDA,0.0
1994,MDA,0.0
1995,MDA,0.0
1996,MDA,0.0
1997,MDA,0.0
1998,MDA,0.0
1999,MDA,0.0
2000,MDA,0.0
2001,MDA,0.0
2002,MDA,0.0
2003,MDA,0.0
2004,MDA,0.0
2005,MDA,0.0
2006,MDA,0.0
2007,MDA,0.0
2008,MDA,0.0
2009,MDA,0.0
2021,MDA,0.0
2022,MDA,0.0
2023,MDA,0.0
2024,MDA,0.0
2025,MDA,0.0
2026,MDA,0.0
2027,MDA,0.0
2028,MDA,0.0
2029,MDA,0.0
2030,MDA,0.0
2031,MDA,0.0
2032,MDA,0.0
2033,MDA,0.0
2034,MDA,0.0
2035,MDA,0.0
2036,MDA,0.0
2037,MDA,0.0
2038,MDA,0.0
2039,MDA,0.0
2040,MDA,0.0
2041,MDA,0.0
2042,MDA,0.0
2043,MDA,0.0
2044,MDA,0.0
2045,MDA,0.0
2046,MDA,0.0
2047,MDA,0.0
2048,MDA,0.0
2049,MDA,0.0
2050,MDA,0.0
2051,MDA,0.0
2052,MDA,0.0
2053,MDA,0.0
2054,MDA,0.0
2055,MDA,0.0
1955,MDG,0.0
1956,MDG,0.0
1957,MDG,0.0
1958,MDG,0.0
1959,MDG,0.0
1960,MDG,0.0
1961,MDG,0.0
1962,MDG,0.0
1963,MDG,0.0
1964,MDG,0.0
1965,MDG,0.0
1966,MDG,0.0
1967,MDG,0.0
1968,MDG,0.0
1969,MDG,0.0
1970,MDG,0.0
1971,MDG,0.0
1972,MDG,0.0
1973,MDG,0.0
1974,MDG,0.0
1975,MDG,0.0
1976,MDG,0.0
1977,MDG,0.0
1978,MDG,0.0
1979,MDG,0.0
1980,MDG,0.0
1981,MDG,0.0
1982,MDG,0.0
1983,MDG,0.0
1984,MDG,0.0
1985,MDG,0.0
1986,MDG,0.0
1987,MDG,0.0
1988,MDG,0.0
1989,MDG,0.0
1990,MDG,0.0
1991,MDG,0.0
1992,MDG,0.0
1993,MDG,0.0
1994,MDG,0.0
1995,MDG,0.0
1996,MDG,0.0
1997,MDG,0.0
1998,MDG,0.0
1999,MDG,0.0
2000,MDG,0.0
2001,MDG,0.0
2002,MDG,0.0
2003,MDG,0.0
2004,MDG,0.0
2005,MDG,0.0
2006,MDG,0.0
2007,MDG,0.0
2008,MDG,0.0
2009,MDG,0.0
2021,MDG,0.0
2022,MDG,0.0
2023,MDG,0.0
2024,MDG,0.0
2025,MDG,0.0
2026,MDG,0.0
2027,MDG,0.0
2028,MDG,0.0
2029,MDG,0.0
2030,MDG,0.0
2031,MDG,0.0
2032,MDG,0.0
2033,MDG,0.0
2034,MDG,0.0
2035,MDG,0.0
2036,MDG,0.0
2037,MDG,0.0
2038,MDG,0.0
2039,MDG,0.0
2040,MDG,0.0
2041,MDG,0.0
2042,MDG,0.0
2043,MDG,0.0
2044,MDG,0.0
2045,MDG,0.0
2046,MDG,0.0
2047,MDG,0.0
2048,MDG,0.0
2049,MDG,0.0
2050,MDG,0.0
2051,MDG,0.0
2052,MDG,0.0
2053,MDG,0.0
2054,MDG,0.0
2055,MDG,0.0
1920,MEX,0.0
1921,MEX,0.0
1922,MEX,0.0
1923,MEX,0.0
1924,MEX,0.0
1925,MEX,0.0
1926,MEX,0.0
1927,MEX,0.0
1928,MEX,0.0
1929,MEX,0.0
1930,MEX,0.0
1931,MEX,0.0
1932,MEX,0.0
1933,MEX,0.0
1934,MEX,0.0
1935,MEX,0.0
1936,MEX,0.0
1937,MEX,0.0
1938,MEX,0.0
1939,MEX,0.0
1940,MEX,0.0
1941,MEX,0.0
1942,MEX,0.0
1943,MEX,0.0
1944,MEX,0.0
1945,MEX,0.0
1946,MEX,0.0
1947,MEX,0.0
1948,MEX,0.0
1949,MEX,0.0
1950,MEX,0.0
1951,MEX,0.0
1952,MEX,0.0
1953,MEX,0.0
1954,MEX,0.0
1955,MEX,0.0
1956,MEX,0.0
1957,MEX,0.0
1958,MEX,0.0
1959,MEX,0.0
1960,MEX,0.0
1961,MEX,0.0
1962,MEX,0.0
1963,MEX,0.0
1964,MEX,0.0
1965,MEX,0.0
1966,MEX,0.0
1967,MEX,0.0
1968,MEX,0.0
1969,MEX,0.0
1970,MEX,0.0
1971,MEX,0.0
1972,MEX,0.0
1973,MEX,0.0
1974,MEX,0.0
1975,MEX,0.0
1976,MEX,0.0
1977,MEX,0.0
1978,MEX,0.0
1979,MEX,0.0
1980,MEX,0.0
1981,MEX,0.0
1982,MEX,0.0
1983,MEX,0.0
1984,MEX,0.0
1985,MEX,0.0
1986,MEX,0.0
1987,MEX,0.0
1988,MEX,0.0
1989,MEX,0.0
1990,MEX,0.0
1991,MEX,0.0
1992,MEX,0.0
1993,MEX,0.0
1994,MEX,0.0
1995,MEX,0.0
1996,MEX,0.0
1997,MEX,0.0
1998,MEX,0.0
1999,MEX,0.0
2000,MEX,0.0
2001,MEX,0.0
2002,MEX,0.0
2003,MEX,0.0
2004,MEX,0.0
2005,MEX,0.0
2006,MEX,0.0
2007,MEX,0.0
2008,MEX,0.0
2009,MEX,0.0
2021,MEX,0.0
2022,MEX,0.0
2023,MEX,0.0
2024,MEX,0.0
2025,MEX,0.0
2026,MEX,0.0
2027,MEX,0.0
