iso_code3,Nation,Year,pop_lvst_initial_sheep
ESP,Spain,2033,14452590.0
ESP,Spain,2034,14452590.0
ESP,Spain,2035,14452590.0
ESP,Spain,2036,14452590.0
ESP,Spain,2037,14452590.0
ESP,Spain,2038,14452590.0
ESP,Spain,2039,14452590.0
ESP,Spain,2040,14452590.0
ESP,Spain,2041,14452590.0
ESP,Spain,2042,14452590.0
ESP,Spain,2043,14452590.0
ESP,Spain,2044,14452590.0
ESP,Spain,2045,14452590.0
ESP,Spain,2046,14452590.0
ESP,Spain,2047,14452590.0
ESP,Spain,2048,14452590.0
ESP,Spain,2049,14452590.0
ESP,Spain,2050,14452590.0
EST,Estonia,2023,63100.0
EST,Estonia,2024,63100.0
EST,Estonia,2025,63100.0
EST,Estonia,2026,63100.0
EST,Estonia,2027,63100.0
EST,Estonia,2028,63100.0
EST,Estonia,2029,63100.0
EST,Estonia,2030,63100.0
EST,Estonia,2031,63100.0
EST,Estonia,2032,63100.0
EST,Estonia,2033,63100.0
EST,Estonia,2034,63100.0
EST,Estonia,2035,63100.0
EST,Estonia,2036,63100.0
EST,Estonia,2037,63100.0
EST,Estonia,2038,63100.0
EST,Estonia,2039,63100.0
EST,Estonia,2040,63100.0
EST,Estonia,2041,63100.0
EST,Estonia,2042,63100.0
EST,Estonia,2043,63100.0
EST,Estonia,2044,63100.0
EST,Estonia,2045,63100.0
EST,Estonia,2046,63100.0
EST,Estonia,2047,63100.0
EST,Estonia,2048,63100.0
EST,Estonia,2049,63100.0
EST,Estonia,2050,63100.0
ETH,Ethiopia,2023,34659337.0
ETH,Ethiopia,2024,34659337.0
ETH,Ethiopia,2025,34659337.0
ETH,Ethiopia,2026,34659337.0
ETH,Ethiopia,2027,34659337.0
ETH,Ethiopia,2028,34659337.0
ETH,Ethiopia,2029,34659337.0
ETH,Ethiopia,2030,34659337.0
ETH,Ethiopia,2031,34659337.0
ETH,Ethiopia,2032,34659337.0
ETH,Ethiopia,2033,34659337.0
ETH,Ethiopia,2034,34659337.0
ETH,Ethiopia,2035,34659337.0
ETH,Ethiopia,2036,34659337.0
ETH,Ethiopia,2037,34659337.0
ETH,Ethiopia,2038,34659337.0
ETH,Ethiopia,2039,34659337.0
ETH,Ethiopia,2040,34659337.0
ETH,Ethiopia,2041,34659337.0
ETH,Ethiopia,2042,34659337.0
ETH,Ethiopia,2043,34659337.0
ETH,Ethiopia,2044,34659337.0
ETH,Ethiopia,2045,34659337.0
ETH,Ethiopia,2046,34659337.0
ETH,Ethiopia,2047,34659337.0
ETH,Ethiopia,2048,34659337.0
ETH,Ethiopia,2049,34659337.0
ETH,Ethiopia,2050,34659337.0
F206,Sudan (former),2023,52644000.0
F206,Sudan (former),2024,52644000.0
F206,Sudan (former),2025,52644000.0
F206,Sudan (former),2026,52644000.0
F206,Sudan (former),2027,52644000.0
F206,Sudan (former),2028,52644000.0
F206,Sudan (former),2029,52644000.0
F206,Sudan (former),2030,52644000.0
F206,Sudan (former),2031,52644000.0
F206,Sudan (former),2032,52644000.0
F206,Sudan (former),2033,52644000.0
F206,Sudan (former),2034,52644000.0
F206,Sudan (former),2035,52644000.0
F206,Sudan (former),2036,52644000.0
F206,Sudan (former),2037,52644000.0
F206,Sudan (former),2038,52644000.0
F206,Sudan (former),2039,52644000.0
F206,Sudan (former),2040,52644000.0
F206,Sudan (former),2041,52644000.0
F206,Sudan (former),2042,52644000.0
F206,Sudan (former),2043,52644000.0
F206,Sudan (former),2044,52644000.0
F206,Sudan (former),2045,52644000.0
F206,Sudan (former),2046,52644000.0
F206,Sudan (former),2047,52644000.0
F206,Sudan (former),2048,52644000.0
F206,Sudan (former),2049,52644000.0
F206,Sudan (former),2050,52644000.0
F351,China,2023,194030296.0
F351,China,2024,194030296.0
F351,China,2025,194030296.0
F351,China,2026,194030296.0
F351,China,2027,194030296.0
F351,China,2028,194030296.0
F351,China,2029,194030296.0
F351,China,2030,194030296.0
F351,China,2031,194030296.0
F351,China,2032,194030296.0
F351,China,2033,194030296.0
F351,China,2034,194030296.0
F351,China,2035,194030296.0
F351,China,2036,194030296.0
F351,China,2037,194030296.0
F351,China,2038,194030296.0
F351,China,2039,194030296.0
F351,China,2040,194030296.0
F351,China,2041,194030296.0
F351,China,2042,194030296.0
F351,China,2043,194030296.0
F351,China,2044,194030296.0
F351,China,2045,194030296.0
F351,China,2046,194030296.0
F351,China,2047,194030296.0
F351,China,2048,194030296.0
F351,China,2049,194030296.0
F351,China,2050,194030296.0
FIN,Finland,2023,132080.0
FIN,Finland,2024,132080.0
FIN,Finland,2025,132080.0
FIN,Finland,2026,132080.0
FIN,Finland,2027,132080.0
FIN,Finland,2028,132080.0
FIN,Finland,2029,132080.0
FIN,Finland,2030,132080.0
FIN,Finland,2031,132080.0
FIN,Finland,2032,132080.0
FIN,Finland,2033,132080.0
FIN,Finland,2034,132080.0
FIN,Finland,2035,132080.0
FIN,Finland,2036,132080.0
FIN,Finland,2037,132080.0
FIN,Finland,2038,132080.0
FIN,Finland,2039,132080.0
FIN,Finland,2040,132080.0
FIN,Finland,2041,132080.0
FIN,Finland,2042,132080.0
FIN,Finland,2043,132080.0
FIN,Finland,2044,132080.0
FIN,Finland,2045,132080.0
FIN,Finland,2046,132080.0
FIN,Finland,2047,132080.0
FIN,Finland,2048,132080.0
FIN,Finland,2049,132080.0
FIN,Finland,2050,132080.0
FJI,Fiji,2023,35370.0
FJI,Fiji,2024,35370.0
FJI,Fiji,2025,35370.0
FJI,Fiji,2026,35370.0
FJI,Fiji,2027,35370.0
FJI,Fiji,2028,35370.0
FJI,Fiji,2029,35370.0
FJI,Fiji,2030,35370.0
FJI,Fiji,2031,35370.0
FJI,Fiji,2032,35370.0
FJI,Fiji,2033,35370.0
FJI,Fiji,2034,35370.0
FJI,Fiji,2035,35370.0
FJI,Fiji,2036,35370.0
FJI,Fiji,2037,35370.0
FJI,Fiji,2038,35370.0
FJI,Fiji,2039,35370.0
FJI,Fiji,2040,35370.0
FJI,Fiji,2041,35370.0
FJI,Fiji,2042,35370.0
FJI,Fiji,2043,35370.0
FJI,Fiji,2044,35370.0
FJI,Fiji,2045,35370.0
FJI,Fiji,2046,35370.0
FJI,Fiji,2047,35370.0
FJI,Fiji,2048,35370.0
FJI,Fiji,2049,35370.0
FJI,Fiji,2050,35370.0
FRA,France,2023,6597520.0
FRA,France,2024,6597520.0
FRA,France,2025,6597520.0
FRA,France,2026,6597520.0
FRA,France,2027,6597520.0
FRA,France,2028,6597520.0
FRA,France,2029,6597520.0
FRA,France,2030,6597520.0
FRA,France,2031,6597520.0
FRA,France,2032,6597520.0
FRA,France,2033,6597520.0
FRA,France,2034,6597520.0
FRA,France,2035,6597520.0
FRA,France,2036,6597520.0
FRA,France,2037,6597520.0
FRA,France,2038,6597520.0
FRA,France,2039,6597520.0
FRA,France,2040,6597520.0
FRA,France,2041,6597520.0
FRA,France,2042,6597520.0
FRA,France,2043,6597520.0
FRA,France,2044,6597520.0
FRA,France,2045,6597520.0
FRA,France,2046,6597520.0
FRA,France,2047,6597520.0
FRA,France,2048,6597520.0
FRA,France,2049,6597520.0
FRA,France,2050,6597520.0
FRO,Faroe Islands,2023,77686.0
FRO,Faroe Islands,2024,77686.0
FRO,Faroe Islands,2025,77686.0
FRO,Faroe Islands,2026,77686.0
FRO,Faroe Islands,2027,77686.0
FRO,Faroe Islands,2028,77686.0
FRO,Faroe Islands,2029,77686.0
FRO,Faroe Islands,2030,77686.0
FRO,Faroe Islands,2031,77686.0
FRO,Faroe Islands,2032,77686.0
FRO,Faroe Islands,2033,77686.0
FRO,Faroe Islands,2034,77686.0
FRO,Faroe Islands,2035,77686.0
FRO,Faroe Islands,2036,77686.0
FRO,Faroe Islands,2037,77686.0
FRO,Faroe Islands,2038,77686.0
FRO,Faroe Islands,2039,77686.0
FRO,Faroe Islands,2040,77686.0
FRO,Faroe Islands,2041,77686.0
FRO,Faroe Islands,2042,77686.0
FRO,Faroe Islands,2043,77686.0
FRO,Faroe Islands,2044,77686.0
FRO,Faroe Islands,2045,77686.0
FRO,Faroe Islands,2046,77686.0
FRO,Faroe Islands,2047,77686.0
FRO,Faroe Islands,2048,77686.0
FRO,Faroe Islands,2049,77686.0
FRO,Faroe Islands,2050,77686.0
FSM,Micronesia (Federated States of),2023,0.0
FSM,Micronesia (Federated States of),2024,0.0
FSM,Micronesia (Federated States of),2025,0.0
FSM,Micronesia (Federated States of),2026,0.0
FSM,Micronesia (Federated States of),2027,0.0
FSM,Micronesia (Federated States of),2028,0.0
FSM,Micronesia (Federated States of),2029,0.0
FSM,Micronesia (Federated States of),2030,0.0
FSM,Micronesia (Federated States of),2031,0.0
FSM,Micronesia (Federated States of),2032,0.0
FSM,Micronesia (Federated States of),2033,0.0
FSM,Micronesia (Federated States of),2034,0.0
FSM,Micronesia (Federated States of),2035,0.0
FSM,Micronesia (Federated States of),2036,0.0
FSM,Micronesia (Federated States of),2037,0.0
FSM,Micronesia (Federated States of),2038,0.0
FSM,Micronesia (Federated States of),2039,0.0
FSM,Micronesia (Federated States of),2040,0.0
FSM,Micronesia (Federated States of),2041,0.0
FSM,Micronesia (Federated States of),2042,0.0
FSM,Micronesia (Federated States of),2043,0.0
FSM,Micronesia (Federated States of),2044,0.0
FSM,Micronesia (Federated States of),2045,0.0
FSM,Micronesia (Federated States of),2046,0.0
FSM,Micronesia (Federated States of),2047,0.0
FSM,Micronesia (Federated States of),2048,0.0
FSM,Micronesia (Federated States of),2049,0.0
FSM,Micronesia (Federated States of),2050,0.0
GAB,Gabon,2023,227100.0
GAB,Gabon,2024,227100.0
GAB,Gabon,2025,227100.0
GAB,Gabon,2026,227100.0
GAB,Gabon,2027,227100.0
GAB,Gabon,2028,227100.0
GAB,Gabon,2029,227100.0
GAB,Gabon,2030,227100.0
GAB,Gabon,2031,227100.0
GAB,Gabon,2032,227100.0
GAB,Gabon,2033,227100.0
GAB,Gabon,2034,227100.0
GAB,Gabon,2035,227100.0
GAB,Gabon,2036,227100.0
GAB,Gabon,2037,227100.0
GAB,Gabon,2038,227100.0
GAB,Gabon,2039,227100.0
GAB,Gabon,2040,227100.0
GAB,Gabon,2041,227100.0
GAB,Gabon,2042,227100.0
GAB,Gabon,2043,227100.0
GAB,Gabon,2044,227100.0
GAB,Gabon,2045,227100.0
GAB,Gabon,2046,227100.0
GAB,Gabon,2047,227100.0
GAB,Gabon,2048,227100.0
GAB,Gabon,2049,227100.0
GAB,Gabon,2050,227100.0
GBR,United Kingdom of Great Britain and Northern Ireland,2023,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2024,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2025,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2026,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2027,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2028,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2029,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2030,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2031,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2032,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2033,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2034,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2035,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2036,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2037,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2038,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2039,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2040,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2041,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2042,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2043,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2044,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2045,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2046,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2047,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2048,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2049,33173748.0
GBR,United Kingdom of Great Britain and Northern Ireland,2050,33173748.0
GEO,Georgia,2023,904300.0
GEO,Georgia,2024,904300.0
GEO,Georgia,2025,904300.0
GEO,Georgia,2026,904300.0
GEO,Georgia,2027,904300.0
GEO,Georgia,2028,904300.0
GEO,Georgia,2029,904300.0
GEO,Georgia,2030,904300.0
GEO,Georgia,2031,904300.0
GEO,Georgia,2032,904300.0
GEO,Georgia,2033,904300.0
GEO,Georgia,2034,904300.0
GEO,Georgia,2035,904300.0
GEO,Georgia,2036,904300.0
GEO,Georgia,2037,904300.0
GEO,Georgia,2038,904300.0
GEO,Georgia,2039,904300.0
GEO,Georgia,2040,904300.0
GEO,Georgia,2041,904300.0
GEO,Georgia,2042,904300.0
GEO,Georgia,2043,904300.0
GEO,Georgia,2044,904300.0
GEO,Georgia,2045,904300.0
GEO,Georgia,2046,904300.0
GEO,Georgia,2047,904300.0
GEO,Georgia,2048,904300.0
GEO,Georgia,2049,904300.0
GEO,Georgia,2050,904300.0
GHA,Ghana,2023,5842668.0
GHA,Ghana,2024,5842668.0
GHA,Ghana,2025,5842668.0
GHA,Ghana,2026,5842668.0
GHA,Ghana,2027,5842668.0
GHA,Ghana,2028,5842668.0
GHA,Ghana,2029,5842668.0
GHA,Ghana,2030,5842668.0
GHA,Ghana,2031,5842668.0
GHA,Ghana,2032,5842668.0
GHA,Ghana,2033,5842668.0
GHA,Ghana,2034,5842668.0
GHA,Ghana,2035,5842668.0
GHA,Ghana,2036,5842668.0
GHA,Ghana,2037,5842668.0
GHA,Ghana,2038,5842668.0
GHA,Ghana,2039,5842668.0
GHA,Ghana,2040,5842668.0
GHA,Ghana,2041,5842668.0
GHA,Ghana,2042,5842668.0
GHA,Ghana,2043,5842668.0
GHA,Ghana,2044,5842668.0
GHA,Ghana,2045,5842668.0
GHA,Ghana,2046,5842668.0
GHA,Ghana,2047,5842668.0
GHA,Ghana,2048,5842668.0
GHA,Ghana,2049,5842668.0
GHA,Ghana,2050,5842668.0
GIN,Guinea,2023,3507606.0
GIN,Guinea,2024,3507606.0
GIN,Guinea,2025,3507606.0
GIN,Guinea,2026,3507606.0
GIN,Guinea,2027,3507606.0
GIN,Guinea,2028,3507606.0
GIN,Guinea,2029,3507606.0
GIN,Guinea,2030,3507606.0
GIN,Guinea,2031,3507606.0
GIN,Guinea,2032,3507606.0
GIN,Guinea,2033,3507606.0
GIN,Guinea,2034,3507606.0
GIN,Guinea,2035,3507606.0
GIN,Guinea,2036,3507606.0
GIN,Guinea,2037,3507606.0
GIN,Guinea,2038,3507606.0
GIN,Guinea,2039,3507606.0
GIN,Guinea,2040,3507606.0
GIN,Guinea,2041,3507606.0
GIN,Guinea,2042,3507606.0
GIN,Guinea,2043,3507606.0
GIN,Guinea,2044,3507606.0
GIN,Guinea,2045,3507606.0
GIN,Guinea,2046,3507606.0
GIN,Guinea,2047,3507606.0
GIN,Guinea,2048,3507606.0
GIN,Guinea,2049,3507606.0
GIN,Guinea,2050,3507606.0
GMB,Gambia,2023,179185.0
GMB,Gambia,2024,179185.0
GMB,Gambia,2025,179185.0
GMB,Gambia,2026,179185.0
GMB,Gambia,2027,179185.0
GMB,Gambia,2028,179185.0
GMB,Gambia,2029,179185.0
GMB,Gambia,2030,179185.0
GMB,Gambia,2031,179185.0
GMB,Gambia,2032,179185.0
GMB,Gambia,2033,179185.0
GMB,Gambia,2034,179185.0
GMB,Gambia,2035,179185.0
GMB,Gambia,2036,179185.0
GMB,Gambia,2037,179185.0
GMB,Gambia,2038,179185.0
GMB,Gambia,2039,179185.0
GMB,Gambia,2040,179185.0
GMB,Gambia,2041,179185.0
GMB,Gambia,2042,179185.0
GMB,Gambia,2043,179185.0
GMB,Gambia,2044,179185.0
GMB,Gambia,2045,179185.0
GMB,Gambia,2046,179185.0
GMB,Gambia,2047,179185.0
GMB,Gambia,2048,179185.0
GMB,Gambia,2049,179185.0
GMB,Gambia,2050,179185.0
GNB,Guinea-Bissau,2023,482318.0
GNB,Guinea-Bissau,2024,482318.0
GNB,Guinea-Bissau,2025,482318.0
GNB,Guinea-Bissau,2026,482318.0
GNB,Guinea-Bissau,2027,482318.0
GNB,Guinea-Bissau,2028,482318.0
GNB,Guinea-Bissau,2029,482318.0
GNB,Guinea-Bissau,2030,482318.0
GNB,Guinea-Bissau,2031,482318.0
GNB,Guinea-Bissau,2032,482318.0
GNB,Guinea-Bissau,2033,482318.0
GNB,Guinea-Bissau,2034,482318.0
GNB,Guinea-Bissau,2035,482318.0
GNB,Guinea-Bissau,2036,482318.0
GNB,Guinea-Bissau,2037,482318.0
GNB,Guinea-Bissau,2038,482318.0
GNB,Guinea-Bissau,2039,482318.0
GNB,Guinea-Bissau,2040,482318.0
GNB,Guinea-Bissau,2041,482318.0
GNB,Guinea-Bissau,2042,482318.0
GNB,Guinea-Bissau,2043,482318.0
GNB,Guinea-Bissau,2044,482318.0
GNB,Guinea-Bissau,2045,482318.0
GNB,Guinea-Bissau,2046,482318.0
GNB,Guinea-Bissau,2047,482318.0
GNB,Guinea-Bissau,2048,482318.0
GNB,Guinea-Bissau,2049,482318.0
GNB,Guinea-Bissau,2050,482318.0
GNQ,Equatorial Guinea,2023,41499.0
GNQ,Equatorial Guinea,2024,41499.0
GNQ,Equatorial Guinea,2025,41499.0
GNQ,Equatorial Guinea,2026,41499.0
GNQ,Equatorial Guinea,2027,41499.0
GNQ,Equatorial Guinea,2028,41499.0
GNQ,Equatorial Guinea,2029,41499.0
GNQ,Equatorial Guinea,2030,41499.0
GNQ,Equatorial Guinea,2031,41499.0
GNQ,Equatorial Guinea,2032,41499.0
GNQ,Equatorial Guinea,2033,41499.0
GNQ,Equatorial Guinea,2034,41499.0
GNQ,Equatorial Guinea,2035,41499.0
GNQ,Equatorial Guinea,2036,41499.0
GNQ,Equatorial Guinea,2037,41499.0
GNQ,Equatorial Guinea,2038,41499.0
GNQ,Equatorial Guinea,2039,41499.0
GNQ,Equatorial Guinea,2040,41499.0
GNQ,Equatorial Guinea,2041,41499.0
GNQ,Equatorial Guinea,2042,41499.0
GNQ,Equatorial Guinea,2043,41499.0
GNQ,Equatorial Guinea,2044,41499.0
GNQ,Equatorial Guinea,2045,41499.0
GNQ,Equatorial Guinea,2046,41499.0
GNQ,Equatorial Guinea,2047,41499.0
GNQ,Equatorial Guinea,2048,41499.0
GNQ,Equatorial Guinea,2049,41499.0
GNQ,Equatorial Guinea,2050,41499.0
GRC,Greece,2023,7378400.0
GRC,Greece,2024,7378400.0
GRC,Greece,2025,7378400.0
GRC,Greece,2026,7378400.0
GRC,Greece,2027,7378400.0
GRC,Greece,2028,7378400.0
GRC,Greece,2029,7378400.0
GRC,Greece,2030,7378400.0
GRC,Greece,2031,7378400.0
GRC,Greece,2032,7378400.0
GRC,Greece,2033,7378400.0
GRC,Greece,2034,7378400.0
GRC,Greece,2035,7378400.0
GRC,Greece,2036,7378400.0
GRC,Greece,2037,7378400.0
GRC,Greece,2038,7378400.0
GRC,Greece,2039,7378400.0
GRC,Greece,2040,7378400.0
GRC,Greece,2041,7378400.0
GRC,Greece,2042,7378400.0
GRC,Greece,2043,7378400.0
GRC,Greece,2044,7378400.0
GRC,Greece,2045,7378400.0
GRC,Greece,2046,7378400.0
GRC,Greece,2047,7378400.0
GRC,Greece,2048,7378400.0
GRC,Greece,2049,7378400.0
GRC,Greece,2050,7378400.0
GRD,Grenada,2023,10735.0
GRD,Grenada,2024,10735.0
GRD,Grenada,2025,10735.0
GRD,Grenada,2026,10735.0
GRD,Grenada,2027,10735.0
GRD,Grenada,2028,10735.0
GRD,Grenada,2029,10735.0
GRD,Grenada,2030,10735.0
GRD,Grenada,2031,10735.0
GRD,Grenada,2032,10735.0
GRD,Grenada,2033,10735.0
GRD,Grenada,2034,10735.0
GRD,Grenada,2035,10735.0
GRD,Grenada,2036,10735.0
GRD,Grenada,2037,10735.0
GRD,Grenada,2038,10735.0
GRD,Grenada,2039,10735.0
GRD,Grenada,2040,10735.0
GRD,Grenada,2041,10735.0
GRD,Grenada,2042,10735.0
GRD,Grenada,2043,10735.0
GRD,Grenada,2044,10735.0
GRD,Grenada,2045,10735.0
GRD,Grenada,2046,10735.0
GRD,Grenada,2047,10735.0
GRD,Grenada,2048,10735.0
GRD,Grenada,2049,10735.0
GRD,Grenada,2050,10735.0
GTM,Guatemala,2023,611238.0
GTM,Guatemala,2024,611238.0
GTM,Guatemala,2025,611238.0
GTM,Guatemala,2026,611238.0
GTM,Guatemala,2027,611238.0
GTM,Guatemala,2028,611238.0
GTM,Guatemala,2029,611238.0
GTM,Guatemala,2030,611238.0
GTM,Guatemala,2031,611238.0
GTM,Guatemala,2032,611238.0
GTM,Guatemala,2033,611238.0
GTM,Guatemala,2034,611238.0
GTM,Guatemala,2035,611238.0
GTM,Guatemala,2036,611238.0
GTM,Guatemala,2037,611238.0
GTM,Guatemala,2038,611238.0
GTM,Guatemala,2039,611238.0
GTM,Guatemala,2040,611238.0
GTM,Guatemala,2041,611238.0
GTM,Guatemala,2042,611238.0
GTM,Guatemala,2043,611238.0
GTM,Guatemala,2044,611238.0
GTM,Guatemala,2045,611238.0
GTM,Guatemala,2046,611238.0
GTM,Guatemala,2047,611238.0
GTM,Guatemala,2048,611238.0
GTM,Guatemala,2049,611238.0
GTM,Guatemala,2050,611238.0
GUY,Guyana,2023,132002.0
GUY,Guyana,2024,132002.0
GUY,Guyana,2025,132002.0
GUY,Guyana,2026,132002.0
GUY,Guyana,2027,132002.0
GUY,Guyana,2028,132002.0
GUY,Guyana,2029,132002.0
GUY,Guyana,2030,132002.0
GUY,Guyana,2031,132002.0
GUY,Guyana,2032,132002.0
GUY,Guyana,2033,132002.0
GUY,Guyana,2034,132002.0
GUY,Guyana,2035,132002.0
GUY,Guyana,2036,132002.0
GUY,Guyana,2037,132002.0
GUY,Guyana,2038,132002.0
GUY,Guyana,2039,132002.0
GUY,Guyana,2040,132002.0
GUY,Guyana,2041,132002.0
GUY,Guyana,2042,132002.0
GUY,Guyana,2043,132002.0
GUY,Guyana,2044,132002.0
GUY,Guyana,2045,132002.0
GUY,Guyana,2046,132002.0
GUY,Guyana,2047,132002.0
GUY,Guyana,2048,132002.0
GUY,Guyana,2049,132002.0
GUY,Guyana,2050,132002.0
HKG,"China, Hong Kong SAR",2023,22.0
HKG,"China, Hong Kong SAR",2024,22.0
HKG,"China, Hong Kong SAR",2025,22.0
HKG,"China, Hong Kong SAR",2026,22.0
HKG,"China, Hong Kong SAR",2027,22.0
HKG,"China, Hong Kong SAR",2028,22.0
HKG,"China, Hong Kong SAR",2029,22.0
HKG,"China, Hong Kong SAR",2030,22.0
HKG,"China, Hong Kong SAR",2031,22.0
HKG,"China, Hong Kong SAR",2032,22.0
HKG,"China, Hong Kong SAR",2033,22.0
HKG,"China, Hong Kong SAR",2034,22.0
HKG,"China, Hong Kong SAR",2035,22.0
HKG,"China, Hong Kong SAR",2036,22.0
HKG,"China, Hong Kong SAR",2037,22.0
HKG,"China, Hong Kong SAR",2038,22.0
HKG,"China, Hong Kong SAR",2039,22.0
HKG,"China, Hong Kong SAR",2040,22.0
HKG,"China, Hong Kong SAR",2041,22.0
HKG,"China, Hong Kong SAR",2042,22.0
HKG,"China, Hong Kong SAR",2043,22.0
HKG,"China, Hong Kong SAR",2044,22.0
HKG,"China, Hong Kong SAR",2045,22.0
HKG,"China, Hong Kong SAR",2046,22.0
HKG,"China, Hong Kong SAR",2047,22.0
HKG,"China, Hong Kong SAR",2048,22.0
HKG,"China, Hong Kong SAR",2049,22.0
HKG,"China, Hong Kong SAR",2050,22.0
HND,Honduras,2023,16686.0
HND,Honduras,2024,16686.0
HND,Honduras,2025,16686.0
HND,Honduras,2026,16686.0
HND,Honduras,2027,16686.0
HND,Honduras,2028,16686.0
HND,Honduras,2029,16686.0
HND,Honduras,2030,16686.0
HND,Honduras,2031,16686.0
HND,Honduras,2032,16686.0
HND,Honduras,2033,16686.0
HND,Honduras,2034,16686.0
HND,Honduras,2035,16686.0
HND,Honduras,2036,16686.0
HND,Honduras,2037,16686.0
HND,Honduras,2038,16686.0
HND,Honduras,2039,16686.0
HND,Honduras,2040,16686.0
HND,Honduras,2041,16686.0
HND,Honduras,2042,16686.0
HND,Honduras,2043,16686.0
HND,Honduras,2044,16686.0
HND,Honduras,2045,16686.0
HND,Honduras,2046,16686.0
HND,Honduras,2047,16686.0
HND,Honduras,2048,16686.0
HND,Honduras,2049,16686.0
HND,Honduras,2050,16686.0
HRV,Croatia,2023,643000.0
HRV,Croatia,2024,643000.0
HRV,Croatia,2025,643000.0
HRV,Croatia,2026,643000.0
HRV,Croatia,2027,643000.0
HRV,Croatia,2028,643000.0
HRV,Croatia,2029,643000.0
HRV,Croatia,2030,643000.0
HRV,Croatia,2031,643000.0
HRV,Croatia,2032,643000.0
HRV,Croatia,2033,643000.0
HRV,Croatia,2034,643000.0
HRV,Croatia,2035,643000.0
HRV,Croatia,2036,643000.0
HRV,Croatia,2037,643000.0
HRV,Croatia,2038,643000.0
HRV,Croatia,2039,643000.0
HRV,Croatia,2040,643000.0
HRV,Croatia,2041,643000.0
HRV,Croatia,2042,643000.0
HRV,Croatia,2043,643000.0
HRV,Croatia,2044,643000.0
HRV,Croatia,2045,643000.0
HRV,Croatia,2046,643000.0
HRV,Croatia,2047,643000.0
HRV,Croatia,2048,643000.0
HRV,Croatia,2049,643000.0
HRV,Croatia,2050,643000.0
HTI,Haiti,2023,285984.0
HTI,Haiti,2024,285984.0
HTI,Haiti,2025,285984.0
HTI,Haiti,2026,285984.0
HTI,Haiti,2027,285984.0
HTI,Haiti,2028,285984.0
HTI,Haiti,2029,285984.0
HTI,Haiti,2030,285984.0
HTI,Haiti,2031,285984.0
HTI,Haiti,2032,285984.0
HTI,Haiti,2033,285984.0
HTI,Haiti,2034,285984.0
HTI,Haiti,2035,285984.0
HTI,Haiti,2036,285984.0
HTI,Haiti,2037,285984.0
HTI,Haiti,2038,285984.0
HTI,Haiti,2039,285984.0
HTI,Haiti,2040,285984.0
HTI,Haiti,2041,285984.0
HTI,Haiti,2042,285984.0
HTI,Haiti,2043,285984.0
HTI,Haiti,2044,285984.0
HTI,Haiti,2045,285984.0
HTI,Haiti,2046,285984.0
HTI,Haiti,2047,285984.0
HTI,Haiti,2048,285984.0
HTI,Haiti,2049,285984.0
HTI,Haiti,2050,285984.0
HUN,Hungary,2023,871700.0
HUN,Hungary,2024,871700.0
HUN,Hungary,2025,871700.0
HUN,Hungary,2026,871700.0
HUN,Hungary,2027,871700.0
HUN,Hungary,2028,871700.0
HUN,Hungary,2029,871700.0
HUN,Hungary,2030,871700.0
HUN,Hungary,2031,871700.0
HUN,Hungary,2032,871700.0
HUN,Hungary,2033,871700.0
HUN,Hungary,2034,871700.0
HUN,Hungary,2035,871700.0
HUN,Hungary,2036,871700.0
HUN,Hungary,2037,871700.0
HUN,Hungary,2038,871700.0
HUN,Hungary,2039,871700.0
HUN,Hungary,2040,871700.0
HUN,Hungary,2041,871700.0
HUN,Hungary,2042,871700.0
HUN,Hungary,2043,871700.0
HUN,Hungary,2044,871700.0
HUN,Hungary,2045,871700.0
HUN,Hungary,2046,871700.0
HUN,Hungary,2047,871700.0
HUN,Hungary,2048,871700.0
HUN,Hungary,2049,871700.0
HUN,Hungary,2050,871700.0
IDN,Indonesia,2023,15615300.0
IDN,Indonesia,2024,15615300.0
IDN,Indonesia,2025,15615300.0
